source,target
0,9429
0,13998
1,6162
2,9067
3,12282
4,14990
5,14534
6,14452
7,11463
7,15343
8,11277
9,12251
10,14376
10,14347
10,14358
11,14842
12,15065
13,14112
14,14209
15,8585
16,15090
17,14198
18,14742
19,10722
20,9623
21,15056
22,14321
23,15075
24,13337
25,5199
26,14386
27,14293
28,13515
29,14989
30,14520
31,14447
32,13300
33,14949
34,11000
35,14185
36,12169
37,15031
38,11035
39,15033
39,13966
40,15034
41,14796
42,14815
43,14962
44,7370
45,15060
45,14122
46,12305
47,12988
48,14526
49,10362
50,13175
51,4902
52,14129
53,15048
54,13616
55,3584
56,15083
57,15089
58,4663
59,8891
60,14341
61,15067
62,14300
63,14707
64,8034
65,8949
66,15054
67,12844
68,14934
69,9497
70,2188
71,15056
72,13826
73,14455
74,15019
75,10190
76,15046
77,11404
78,15014
79,12521
80,6873
81,8295
82,15055
83,14308
84,13244
85,14132
86,8862
87,13403
88,13873
89,14148
90,11177
91,14572
92,13172
93,8130
94,5703
95,12813
96,13870
97,15088
98,15083
99,14787
100,9839
100,14260
101,14511
102,14572
103,6262
104,14404
105,11643
106,13936
106,15288
107,14998
108,13404
109,14745
110,13780
110,14826
111,14379
112,7874
113,4901
114,7053
115,14139
116,12068
117,14822
118,15101
119,14887
120,12223
121,14454
122,10825
123,15091
124,2184
125,11806
126,13767
127,304
128,11242
129,15091
130,5335
131,12113
132,14520
132,14165
133,13159
133,14762
134,15090
135,14735
136,15024
137,10975
138,5429
139,12293
140,11754
141,14820
141,15363
141,15160
142,13384
143,15093
144,15079
145,14691
146,6068
147,13372
148,14604
149,13886
150,11997
151,1511
152,15066
153,14877
154,15012
155,10712
156,14790
157,13770
158,14808
159,14014
160,14827
161,14989
161,15310
162,6690
163,15100
164,14194
165,12967
166,15017
167,5142
168,14784
169,15037
170,14209
171,15044
172,8828
173,14988
174,14665
174,14519
175,14307
176,13292
177,12182
178,12168
179,12047
180,12964
181,13847
182,15059
183,14481
184,5143
185,14374
186,13610
187,9841
188,5264
189,11579
190,9549
191,14656
192,14478
193,12888
194,13133
195,15051
196,14340
197,13834
198,3530
199,13971
200,14412
201,15098
202,14471
203,12289
204,10223
205,14966
206,14045
207,11255
208,6158
209,14967
210,9953
211,8012
212,10057
212,13536
213,6360
214,14674
215,8290
216,14940
217,14890
218,15098
219,12323
220,15031
221,14406
222,11813
223,11129
224,14282
225,14997
226,15071
227,12368
228,5152
229,15030
230,14815
231,13561
232,12891
233,14097
234,14238
234,13985
235,13859
236,12032
237,15018
237,15191
238,5981
239,14634
240,13986
241,14986
242,6792
243,11413
244,7052
245,10050
246,7382
246,15140
247,3091
247,15277
248,12877
249,14581
250,15091
251,8952
252,14019
253,15054
254,14119
255,14075
256,4997
257,12589
258,15097
259,14688
260,14794
261,14615
262,10299
263,9459
264,12193
265,14989
266,10181
267,14978
268,1917
269,13808
270,10922
271,15073
272,14994
273,15046
274,14930
275,13874
276,13269
277,9916
278,13659
279,14214
280,14978
281,15081
282,12190
283,13992
284,13861
285,14944
286,8550
287,14843
288,9760
289,6603
290,13474
291,5071
291,14217
292,14646
293,13788
293,14176
294,8844
295,11327
296,14934
297,14537
298,15063
299,14587
300,15011
301,10881
302,4254
303,14569
305,8510
306,13322
306,13637
307,15078
308,6449
309,14994
310,13195
311,8243
312,14884
312,13419
313,4630
314,14625
315,14986
316,15071
317,14238
318,13577
319,10633
320,14965
321,10529
322,9979
323,14958
324,14791
325,14701
326,10271
327,9930
328,9329
329,14050
330,13918
331,13492
332,13336
333,2079
334,10377
335,6019
336,3634
337,11058
338,15007
339,14653
340,15062
341,15064
342,11049
343,15081
344,6954
345,13272
346,14634
347,6446
348,14788
349,6916
350,14678
351,14366
352,9644
353,15034
354,13245
355,13482
356,5868
357,8620
358,14991
359,14783
360,14736
361,12181
362,15082
363,12603
364,12551
365,13481
366,15057
367,4131
368,8988
369,3695
370,13598
371,15031
371,14536
372,14288
373,12624
374,4044
375,14744
