Status,Node
Susceptible,0
Susceptible,1
Treated chronic,2
Susceptible,3
Untreated chronic,4
Treated chronic,5
Treated chronic,6
Susceptible,7
Susceptible,8
Susceptible,9
Susceptible,10
Susceptible,11
Susceptible,12
Susceptible,13
Susceptible,14
Susceptible,15
Treated chronic,16
Susceptible,17
Untreated chronic,18
Susceptible,19
Susceptible,20
Susceptible,21
Treated chronic,22
Untreated chronic,23
Treated chronic,24
Treated chronic,25
Untreated chronic,26
Untreated chronic,27
Treated chronic,28
Treated chronic,29
Susceptible,30
Susceptible,31
Untreated chronic,32
Treated chronic,33
Susceptible,34
Susceptible,35
Susceptible,36
Susceptible,37
Untreated chronic,38
Treated chronic,39
Susceptible,40
Untreated chronic,41
Susceptible,42
Susceptible,43
Susceptible,44
Untreated chronic,45
Treated chronic,46
Susceptible,47
Untreated chronic,48
Untreated chronic,49
Susceptible,50
Susceptible,51
Untreated chronic,52
Susceptible,53
Susceptible,54
Susceptible,55
Untreated chronic,56
Treated chronic,57
Untreated chronic,58
Susceptible,59
Susceptible,60
Susceptible,61
Susceptible,62
Susceptible,63
Susceptible,64
Untreated chronic,65
Untreated chronic,66
Treated chronic,67
Susceptible,68
Susceptible,69
Susceptible,70
Untreated chronic,71
Susceptible,72
Susceptible,73
Susceptible,74
Untreated chronic,75
Susceptible,76
Susceptible,77
Treated chronic,78
Susceptible,79
Untreated chronic,80
Untreated chronic,81
Susceptible,82
Untreated chronic,83
Susceptible,84
Susceptible,85
Susceptible,86
Susceptible,87
Untreated chronic,88
Untreated chronic,89
Susceptible,90
Susceptible,91
Treated chronic,92
Susceptible,93
Susceptible,94
Susceptible,95
Untreated chronic,96
Susceptible,97
Susceptible,98
Treated chronic,99
Treated chronic,100
Susceptible,101
Untreated chronic,102
Susceptible,103
Treated chronic,104
Susceptible,105
Treated chronic,106
Susceptible,107
Susceptible,108
Susceptible,109
Susceptible,110
Susceptible,111
Susceptible,112
Susceptible,113
Susceptible,114
Susceptible,115
Susceptible,116
Susceptible,117
Susceptible,118
Treated chronic,119
Susceptible,120
Susceptible,121
Susceptible,122
Susceptible,123
Susceptible,124
Susceptible,125
Susceptible,126
Susceptible,127
Susceptible,128
Treated chronic,129
Susceptible,130
Susceptible,131
Susceptible,132
Susceptible,133
Treated chronic,134
Susceptible,135
Untreated chronic,136
Susceptible,137
Susceptible,138
Susceptible,139
Untreated chronic,140
Treated chronic,141
Treated chronic,142
Untreated chronic,143
Untreated chronic,144
Susceptible,145
Treated chronic,146
Treated chronic,147
Susceptible,148
Susceptible,149
Treated chronic,150
Susceptible,151
Untreated chronic,152
Treated chronic,153
Susceptible,154
Susceptible,155
Susceptible,156
Untreated chronic,157
Susceptible,158
Untreated chronic,159
Susceptible,160
Susceptible,161
Treated chronic,162
Susceptible,163
Untreated chronic,164
Susceptible,165
Susceptible,166
Untreated chronic,167
Untreated chronic,168
Susceptible,169
Untreated chronic,170
Susceptible,171
Susceptible,172
Susceptible,173
Susceptible,174
Susceptible,175
Susceptible,176
Susceptible,177
Susceptible,178
Susceptible,179
Susceptible,180
Susceptible,181
Susceptible,182
Treated chronic,183
Susceptible,184
Untreated chronic,185
Susceptible,186
Susceptible,187
Susceptible,188
Untreated chronic,189
Treated chronic,190
Susceptible,191
Susceptible,192
Susceptible,193
Susceptible,194
Treated chronic,195
Treated chronic,196
Susceptible,197
Susceptible,198
Treated chronic,199
Susceptible,200
Untreated chronic,201
Treated chronic,202
Susceptible,203
Susceptible,204
Susceptible,205
Susceptible,206
Susceptible,207
Susceptible,208
Susceptible,209
Treated chronic,210
Susceptible,211
Susceptible,212
Susceptible,213
Susceptible,214
Susceptible,215
Susceptible,216
Susceptible,217
Treated chronic,218
Untreated chronic,219
Susceptible,220
Susceptible,221
Susceptible,222
Susceptible,223
Susceptible,224
Untreated chronic,225
Susceptible,226
Treated chronic,227
Susceptible,228
Susceptible,229
Susceptible,230
Susceptible,231
Susceptible,232
Untreated chronic,233
Treated chronic,234
Treated chronic,235
Untreated chronic,236
Untreated chronic,237
Susceptible,238
Susceptible,239
Susceptible,240
Untreated chronic,241
Treated chronic,242
Susceptible,243
Untreated chronic,244
Treated acute,245
Susceptible,246
Untreated chronic,247
Susceptible,248
Susceptible,249
Susceptible,250
Susceptible,251
Susceptible,252
Susceptible,253
Susceptible,254
Susceptible,255
Treated chronic,256
Susceptible,257
Susceptible,258
Susceptible,259
Treated chronic,260
Susceptible,261
Treated chronic,262
Treated chronic,263
Untreated chronic,264
Susceptible,265
Susceptible,266
Susceptible,267
Susceptible,268
Treated chronic,269
Susceptible,270
Susceptible,271
Susceptible,272
Susceptible,273
Susceptible,274
Untreated chronic,275
Untreated chronic,276
Susceptible,277
Susceptible,278
Susceptible,279
Susceptible,280
Untreated chronic,281
Susceptible,282
Susceptible,283
Susceptible,284
Untreated chronic,285
Susceptible,286
Treated chronic,287
Susceptible,288
Susceptible,289
Untreated chronic,290
Treated chronic,291
Treated chronic,292
Treated chronic,293
Untreated chronic,294
Susceptible,295
Susceptible,296
Susceptible,297
Susceptible,298
Untreated chronic,299
Untreated chronic,300
Susceptible,301
Treated chronic,302
Susceptible,303
Susceptible,304
Treated chronic,305
Treated chronic,306
Susceptible,307
Untreated chronic,308
Susceptible,309
Susceptible,310
Susceptible,311
Treated chronic,312
Susceptible,313
Susceptible,314
Treated chronic,315
Susceptible,316
Untreated chronic,317
Susceptible,318
Susceptible,319
Susceptible,320
Treated chronic,321
Untreated chronic,322
Treated chronic,323
Susceptible,324
Susceptible,325
Untreated chronic,326
Treated chronic,327
Untreated chronic,328
Susceptible,329
Susceptible,330
Untreated chronic,331
Untreated chronic,332
Susceptible,333
Treated chronic,334
Treated chronic,335
Untreated chronic,336
Susceptible,337
Treated chronic,338
Susceptible,339
Susceptible,340
Susceptible,341
Susceptible,342
Treated chronic,343
Susceptible,344
Untreated chronic,345
Susceptible,346
Untreated chronic,347
Untreated chronic,348
Susceptible,349
Treated chronic,350
Susceptible,351
Susceptible,352
Susceptible,353
Treated chronic,354
Susceptible,355
Susceptible,356
Susceptible,357
Treated chronic,358
Susceptible,359
Susceptible,360
Untreated chronic,361
Susceptible,362
Susceptible,363
Treated chronic,364
Susceptible,365
Susceptible,366
Treated chronic,367
Susceptible,368
Susceptible,369
Susceptible,370
Susceptible,371
Treated chronic,372
Susceptible,373
Treated chronic,374
Susceptible,375
Susceptible,376
Susceptible,377
Treated chronic,378
Treated chronic,379
Susceptible,380
Susceptible,381
Susceptible,382
Untreated chronic,383
Susceptible,384
Untreated chronic,385
Susceptible,386
Susceptible,387
Susceptible,388
Untreated chronic,389
Susceptible,390
Susceptible,391
Treated chronic,392
Susceptible,393
Treated chronic,394
Susceptible,395
