ID1,ID2,Distance
N9394|7672|0.376378,N9384|6737|0.002209,0.0127722
N9394|7672|0.376378,N9397|5102|5.912912,0.0136527
N9394|7672|0.376378,N9392|7594|3.072814,0.00555572
N9394|7672|0.376378,N9393|13391|0.476298,0.00158662
N9394|7672|0.376378,N9389|8558|1.997976,0.0136117
N9394|7672|0.376378,N9395|6178|5.358771,0.0111695
N9394|7672|0.376378,N9390|6489|3.275933,0.00875627
N9394|7672|0.376378,N9391|2540|4.606906,0.00797282
N10974|13025|0.256099,N10972|1494|5.89484,0.0135891
N10974|13025|0.256099,N10969|10920|0.500175,0.00955541
N9394|7672|0.376378,N9396|12108|4.383048,0.00957062
N11143|4940|0.800724,N11142|7685|2.101198,0.00716175
N9394|7672|0.376378,N9386|13176|3.963007,0.0127722
N9394|7672|0.376378,N9402|7976|2.547716,0.012
N9394|7672|0.376378,N9387|7881|5.693481,0.0135715
N11143|4940|0.800724,N11144|4513|1.08416,0.00875028
N9763|11900|1.535653,N9760|2864|0.47721,0.0127742
N8792|10240|3.480128,N8790|1496|1.059811,0.00556604
N8355|3625|1.726639,N8354|4736|2.599496,0.00635661
N8355|3625|1.726639,N8357|1717|0.226945,0.0119836
N9763|11900|1.535653,N9762|6805|3.299118,0.00636348
N10242|8181|0.497725,N10241|2403|3.860818,0.0103916
N10242|8181|0.497725,N10243|14802|3.068969,0.0103792
N11336|3848|5.348702,N11334|10454|2.046123,0.0128062
N7899|13887|0.285038,N7898|10617|1.330468,0.00396508
N7899|13887|0.285038,N7903|14084|0.647449,0.00636381
N7899|13887|0.285038,N7902|13815|4.777952,0.0111926
N7826|12480|1.916629,N7827|4705|1.42257,0.00238194
N7826|12480|1.916629,N7824|12969|1.458244,0.00396512
N7899|13887|0.285038,N7900|1822|1.754754,0.00476668
N7826|12480|1.916629,N7828|12622|3.798863,0.00956085
N7826|12480|1.916629,N7834|1726|2.465325,0.00956162
N7826|12480|1.916629,N7833|10456|1.808257,0.0111646
