Status,Node
Susceptible,0
Treated chronic,1
Susceptible,2
Susceptible,3
Susceptible,4
Susceptible,5
Susceptible,6
Susceptible,7
Susceptible,8
Susceptible,9
Susceptible,10
Untreated chronic,11
Untreated chronic,12
Susceptible,13
Untreated chronic,14
Untreated acute,15
Susceptible,16
Untreated chronic,17
Susceptible,18
Susceptible,19
Susceptible,20
Susceptible,21
Susceptible,22
Susceptible,23
Susceptible,24
Treated chronic,25
Treated chronic,26
Untreated chronic,27
Treated chronic,28
Susceptible,29
Susceptible,30
Treated chronic,31
Susceptible,32
Susceptible,33
Untreated chronic,34
Untreated chronic,35
Susceptible,36
Susceptible,37
Untreated chronic,38
Susceptible,39
Susceptible,40
Treated chronic,41
Untreated chronic,42
Susceptible,43
Susceptible,44
Susceptible,45
Susceptible,46
Susceptible,47
Untreated chronic,48
Treated chronic,49
Susceptible,50
Treated chronic,51
Susceptible,52
Susceptible,53
Susceptible,54
Susceptible,55
Susceptible,56
Susceptible,57
Treated chronic,58
Treated chronic,59
Susceptible,60
Susceptible,61
Treated chronic,62
Susceptible,63
Susceptible,64
Susceptible,65
Susceptible,66
Susceptible,67
Treated chronic,68
Treated chronic,69
Untreated chronic,70
Susceptible,71
Susceptible,72
Untreated chronic,73
Untreated chronic,74
Untreated chronic,75
Susceptible,76
Treated chronic,77
Treated chronic,78
Untreated chronic,79
Susceptible,80
Susceptible,81
Untreated chronic,82
Susceptible,83
Susceptible,84
Untreated chronic,85
Untreated chronic,86
Susceptible,87
Untreated chronic,88
Susceptible,89
Susceptible,90
Susceptible,91
Susceptible,92
Untreated chronic,93
Susceptible,94
Treated chronic,95
Untreated chronic,96
Susceptible,97
Untreated chronic,98
Untreated chronic,99
Treated chronic,100
Untreated chronic,101
Treated chronic,102
Treated chronic,103
Susceptible,104
Susceptible,105
Untreated chronic,106
Treated chronic,107
Susceptible,108
Susceptible,109
Susceptible,110
Treated chronic,111
Susceptible,112
Susceptible,113
Susceptible,114
Susceptible,115
Susceptible,116
Treated chronic,117
Susceptible,118
Treated chronic,119
Untreated chronic,120
Susceptible,121
Susceptible,122
Susceptible,123
Susceptible,124
Susceptible,125
Susceptible,126
Susceptible,127
Susceptible,128
Susceptible,129
Treated chronic,130
Untreated chronic,131
Susceptible,132
Susceptible,133
Treated chronic,134
Treated chronic,135
Susceptible,136
Susceptible,137
Susceptible,138
Treated chronic,139
Susceptible,140
Untreated chronic,141
Treated chronic,142
Treated chronic,143
Untreated chronic,144
Susceptible,145
Susceptible,146
Susceptible,147
Susceptible,148
Susceptible,149
Susceptible,150
Susceptible,151
Susceptible,152
Susceptible,153
Susceptible,154
Untreated chronic,155
Susceptible,156
Susceptible,157
Susceptible,158
Susceptible,159
Susceptible,160
Susceptible,161
Susceptible,162
Susceptible,163
Susceptible,164
Untreated chronic,165
Susceptible,166
Susceptible,167
Treated chronic,168
Susceptible,169
Susceptible,170
Susceptible,171
Susceptible,172
Susceptible,173
Susceptible,174
Untreated chronic,175
Untreated chronic,176
Susceptible,177
Susceptible,178
Treated chronic,179
Susceptible,180
Untreated chronic,181
Susceptible,182
Treated chronic,183
Treated chronic,184
Susceptible,185
Susceptible,186
Susceptible,187
Susceptible,188
Treated chronic,189
Susceptible,190
Susceptible,191
Treated chronic,192
Susceptible,193
Susceptible,194
Susceptible,195
Untreated chronic,196
Susceptible,197
Susceptible,198
Untreated chronic,199
Untreated chronic,200
Treated chronic,201
Susceptible,202
Susceptible,203
Susceptible,204
Susceptible,205
Susceptible,206
Treated chronic,207
Untreated chronic,208
Untreated chronic,209
Susceptible,210
Treated chronic,211
Susceptible,212
Treated chronic,213
Susceptible,214
Susceptible,215
Susceptible,216
Untreated chronic,217
Susceptible,218
Susceptible,219
Susceptible,220
Susceptible,221
Susceptible,222
Untreated chronic,223
Susceptible,224
Susceptible,225
Susceptible,226
Susceptible,227
Susceptible,228
Susceptible,229
Untreated chronic,230
Treated chronic,231
Susceptible,232
Susceptible,233
Untreated chronic,234
Susceptible,235
Susceptible,236
Susceptible,237
Susceptible,238
Untreated chronic,239
Untreated chronic,240
Treated chronic,241
Susceptible,242
Susceptible,243
Susceptible,244
Treated chronic,245
Treated chronic,246
Susceptible,247
Untreated chronic,248
Susceptible,249
Susceptible,250
Susceptible,251
Untreated chronic,252
Untreated chronic,253
Susceptible,254
Treated chronic,255
Treated chronic,256
Susceptible,257
Untreated chronic,258
Susceptible,259
Susceptible,260
Susceptible,261
Susceptible,262
Susceptible,263
Treated chronic,264
Susceptible,265
Untreated chronic,266
Susceptible,267
Treated chronic,268
Treated chronic,269
Susceptible,270
Untreated chronic,271
Susceptible,272
Susceptible,273
Susceptible,274
Susceptible,275
Untreated chronic,276
Treated chronic,277
Susceptible,278
Untreated chronic,279
Susceptible,280
Susceptible,281
Treated chronic,282
Susceptible,283
Susceptible,284
Susceptible,285
Untreated chronic,286
Untreated chronic,287
Susceptible,288
Susceptible,289
Susceptible,290
Susceptible,291
Susceptible,292
Treated chronic,293
Treated chronic,294
Susceptible,295
Untreated chronic,296
Susceptible,297
Susceptible,298
Susceptible,299
Untreated chronic,300
Susceptible,301
Susceptible,302
Treated chronic,303
Susceptible,304
Susceptible,305
Susceptible,306
Susceptible,307
Untreated chronic,308
Treated chronic,309
Susceptible,310
Untreated chronic,311
Treated chronic,312
Treated chronic,313
Treated chronic,314
Treated chronic,315
Susceptible,316
Untreated chronic,317
Susceptible,318
Susceptible,319
Treated chronic,320
Susceptible,321
Susceptible,322
Susceptible,323
Treated chronic,324
Susceptible,325
Susceptible,326
Susceptible,327
Susceptible,328
Susceptible,329
Untreated chronic,330
Susceptible,331
Susceptible,332
Susceptible,333
Untreated chronic,334
Untreated chronic,335
Susceptible,336
Susceptible,337
Susceptible,338
Susceptible,339
Susceptible,340
Susceptible,341
Susceptible,342
Untreated chronic,343
Susceptible,344
Untreated chronic,345
Susceptible,346
Untreated chronic,347
Susceptible,348
Susceptible,349
Treated chronic,350
Susceptible,351
Untreated chronic,352
Susceptible,353
Treated chronic,354
Susceptible,355
Treated chronic,356
Susceptible,357
Treated chronic,358
Susceptible,359
Susceptible,360
Susceptible,361
Susceptible,362
Untreated chronic,363
Susceptible,364
Untreated chronic,365
Treated chronic,366
Susceptible,367
Susceptible,368
Susceptible,369
Treated chronic,370
Treated chronic,371
Susceptible,372
Untreated chronic,373
Untreated chronic,374
Untreated chronic,375
Treated chronic,376
Untreated chronic,377
Susceptible,378
Susceptible,379
Untreated chronic,380
Treated chronic,381
Susceptible,382
Susceptible,383
Susceptible,384
Susceptible,385
Susceptible,386
Susceptible,387
Susceptible,388
Treated chronic,389
Susceptible,390
Susceptible,391
Susceptible,392
Treated chronic,393
Susceptible,394
Untreated chronic,395
Treated chronic,396
Untreated chronic,397
Susceptible,398
Treated chronic,399
Susceptible,400
Susceptible,401
Susceptible,402
Susceptible,403
Susceptible,404
Susceptible,405
Susceptible,406
Susceptible,407
Treated chronic,408
Treated chronic,409
Untreated chronic,410
Treated chronic,411
Treated chronic,412
Susceptible,413
Susceptible,414
Untreated chronic,415
Susceptible,416
Susceptible,417
Untreated chronic,418
Untreated chronic,419
Susceptible,420
Susceptible,421
Susceptible,422
Treated chronic,423
Susceptible,424
Susceptible,425
Susceptible,426
Untreated chronic,427
Untreated chronic,428
Susceptible,429
Untreated chronic,430
Susceptible,431
Susceptible,432
Susceptible,433
Treated chronic,434
Susceptible,435
Untreated chronic,436
Susceptible,437
Susceptible,438
Susceptible,439
Susceptible,440
Susceptible,441
Treated chronic,442
Susceptible,443
Untreated chronic,444
Untreated chronic,445
Untreated chronic,446
Susceptible,447
Untreated chronic,448
Untreated chronic,449
Susceptible,450
Susceptible,451
Susceptible,452
Susceptible,453
Untreated chronic,454
Susceptible,455
Susceptible,456
Treated chronic,457
Untreated chronic,458
Treated chronic,459
Untreated chronic,460
Susceptible,461
Treated chronic,462
Susceptible,463
Susceptible,464
Susceptible,465
Susceptible,466
Susceptible,467
Susceptible,468
Susceptible,469
Treated chronic,470
Susceptible,471
Susceptible,472
Susceptible,473
Treated chronic,474
Treated chronic,475
Susceptible,476
Susceptible,477
Susceptible,478
Susceptible,479
Untreated chronic,480
Susceptible,481
Susceptible,482
Susceptible,483
Treated chronic,484
