ID1,ID2,Distance
N11672|12382|0.379569,N11663|6189|1.433091,0.0143384
N8588|2396|0.398467,N8587|14749|0.606288,0.00840026
N8588|2396|0.398467,N8584|8310|0.732825,0.0109571
N7666|13024|0.635969,N7664|2320|0.273288,0.0118537
N7666|13024|0.635969,N7662|6542|3.82687,0.0135439
N7666|13024|0.635969,N7667|8576|6.645318,0.0135209
N7666|13024|0.635969,N7663|12769|3.090237,0.0135647
N11637|12043|1.411083,N11636|13371|1.57079,0.00586898
N7666|13024|0.635969,N7656|12790|0.376082,0.0143841
N7666|13024|0.635969,N7665|2358|2.311932,0.0041938
N10813|4508|0.646373,N10794|9587|0.382056,0.00926405
N10637|8018|0.210571,N10633|12490|0.602334,0.0126683
N10637|8018|0.210571,N10634|10413|4.239867,0.0143476
N10813|4508|0.646373,N10806|13486|0.45544,0.00502183
N10813|4508|0.646373,N10804|2542|0.191679,0.00924811
N10813|4508|0.646373,N10809|4919|1.477096,0.010102
N10813|4508|0.646373,N10811|5546|2.834972,0.0100925
N10637|8018|0.210571,N10635|3705|4.843725,0.010947
N10813|4508|0.646373,N10812|12887|0.833158,0.00167019
N10637|8018|0.210571,N10632|5464|1.31013,0.0126489
N10813|4508|0.646373,N10793|2728|0.291452,0.0109366
N10813|4508|0.646373,N10800|15329|0.107437,0.0083979
N10813|4508|0.646373,N10508|12186|1.286065,0.0143835
N10637|8018|0.210571,N10640|12826|0.011186,0.0101009
N10813|4508|0.646373,N10808|13253|0.480004,0.00840611
N10813|4508|0.646373,N10787|2345|0.302544,0.0143539
N10637|8018|0.210571,N10631|10550|1.522006,0.0126489
N10637|8018|0.210571,N10629|2983|3.157998,0.0135072
N10637|8018|0.210571,N10639|7116|0.99132,0.0117991
N10637|8018|0.210571,N10641|5393|1.116825,0.0118039
N11203|6356|3.533845,N11206|12798|2.669595,0.0135101
N10637|8018|0.210571,N10630|4429|0.185322,0.0126465
N10637|8018|0.210571,N10636|5692|0.937136,0.00925452
N10637|8018|0.210571,N10643|12275|0.446624,0.0100927
N10637|8018|0.210571,N10638|3127|1.54681,0.00925453
N12503|5922|2.429336,N12502|8470|6.087499,0.009259
N12503|5922|2.429336,N12501|1565|1.361485,0.00502608
N12503|5922|2.429336,N12505|13344|5.337384,0.014365
N7819|7396|0.301987,N7820|10098|0.721837,0.000835298
N12502|8470|6.087499,N12501|1565|1.361485,0.0075652
N10350|2169|0.551027,N10356|6807|3.27366,0.0117854
N10350|2169|0.551027,N10357|7896|3.045883,0.0100976
N9647|2026|1.892688,N9646|6258|2.316481,0.010097
N10350|2169|0.551027,N10352|6647|0.591249,0.00925865
N10350|2169|0.551027,N10358|10252|0.471317,0.00671278
N10350|2169|0.551027,N10351|6276|1.900224,0.0101137
N9647|2026|1.892688,N9642|10616|1.329291,0.00671253
N10350|2169|0.551027,N10381|3802|0.102056,0.0143657
N9647|2026|1.892688,N9643|10093|5.868928,0.00925808
N10350|2169|0.551027,N10346|7214|0.613906,0.00756443
N10350|2169|0.551027,N10345|8406|1.047188,0.00841275
N9647|2026|1.892688,N9640|10661|3.05394,0.0109452
N10350|2169|0.551027,N10354|14262|0.817468,0.00925059
N9647|2026|1.892688,N9653|7648|2.638535,0.0117952
N9647|2026|1.892688,N9659|7001|1.075849,0.0101008
N9647|2026|1.892688,N9639|9320|0.478746,0.0109401
N10350|2169|0.551027,N10348|9211|0.101293,0.0101059
N9647|2026|1.892688,N9651|11139|2.714412,0.0109341
