ID1,ID2,Distance
N19995|6155|0.376325,N20003|13759|1.228942,0.0136533
N19995|6155|0.376325,N20038|5648|0.821791,0.0128484
N13864|3113|2.654617,N13862|9741|0.475142,0.00881128
N19995|6155|0.376325,N20048|6885|0.690162,0.0144459
N19995|6155|0.376325,N20042|11277|0.882622,0.0136298
N19995|6155|0.376325,N20043|14570|1.443213,0.0144495
N19995|6155|0.376325,N20041|10447|0.154937,0.0144395
N13864|3113|2.654617,N13860|6424|0.692693,0.0104448
N14196|14828|0.281417,N14188|5516|0.399379,0.0128479
N19995|6155|0.376325,N19997|13665|0.314371,0.0112423
N19995|6155|0.376325,N20000|10391|0.313612,0.0128358
N19995|6155|0.376325,N20006|13923|0.572555,0.0136525
N19995|6155|0.376325,N20046|10290|2.366616,0.0136527
N19995|6155|0.376325,N20016|12180|0.778475,0.0145138
N19995|6155|0.376325,N20002|7180|0.447976,0.0136533
N19995|6155|0.376325,N20052|11874|1.263836,0.012045
N14196|14828|0.281417,N14199|12560|0.449633,0.00477683
N19995|6155|0.376325,N20039|1904|0.585096,0.012866
N14196|14828|0.281417,N14198|13928|5.025355,0.0055747
N14196|14828|0.281417,N14197|13559|13.540453,0.0136697
N19995|6155|0.376325,N20037|9178|2.054189,0.0144737
N18813|5219|0.837141,N18811|12906|0.326226,0.0144663
N18813|5219|0.837141,N18821|13355|3.701154,0.0144551
N18813|5219|0.837141,N18817|9541|3.914331,0.0128281
N18813|5219|0.837141,N18782|2592|0.263614,0.0103982
N18813|5219|0.837141,N18786|7090|2.144609,0.0128208
N18813|5219|0.837141,N18784|4729|2.377829,0.0144426
N18813|5219|0.837141,N18788|1605|4.509533,0.0128252
N18813|5219|0.837141,N18781|8935|0.051144,0.0120178
N16555|12508|0.497,N16550|11580|0.067487,0.0136405
N14528|4602|0.725284,N14527|8665|7.367301,0.00557563
N14528|4602|0.725284,N14513|9865|0.72817,0.00879179
N14528|4602|0.725284,N14522|12582|0.881202,0.00637422
N14528|4602|0.725284,N14509|13050|3.971395,0.0144661
N14528|4602|0.725284,N14508|15025|5.91442,0.0144498
N14528|4602|0.725284,N14524|8572|1.454847,0.00797959
N14528|4602|0.725284,N14504|1404|0.817182,0.00879557
N14528|4602|0.725284,N14510|6153|1.611003,0.00799167
N14528|4602|0.725284,N14514|11760|1.148734,0.0104046
N14528|4602|0.725284,N14519|2384|7.122402,0.00958033
N14528|4602|0.725284,N14520|10653|6.300075,0.00717723
N14527|8665|7.367301,N14513|9865|0.72817,0.0128401
N14527|8665|7.367301,N14522|12582|0.881202,0.0103981
N14527|8665|7.367301,N14524|8572|1.454847,0.0120166
N14527|8665|7.367301,N14504|1404|0.817182,0.0128466
N14527|8665|7.367301,N14510|6153|1.611003,0.0120367
N14527|8665|7.367301,N14514|11760|1.148734,0.0144581
N14527|8665|7.367301,N14519|2384|7.122402,0.0136198
N14527|8665|7.367301,N14520|10653|6.300075,0.0112083
N14526|15215|30.219366,N14525|7106|33.020241,0.00318053
N14111|8752|0.897568,N14112|13439|0.247353,0.000793501
N14111|8752|0.897568,N14117|7832|3.197208,0.008778
N14111|8752|0.897568,N14114|9815|1.576618,0.00557892
N14111|8752|0.897568,N14118|12634|1.113307,0.0128208
N14111|8752|0.897568,N14108|3462|2.262517,0.00557481
N14111|8752|0.897568,N14101|11031|0.401729,0.0136417
N14111|8752|0.897568,N14115|5955|4.198111,0.00879077
N14111|8752|0.897568,N14116|7626|1.288287,0.00798422
N14111|8752|0.897568,N14096|1855|1.71583,0.0144641
N14111|8752|0.897568,N14110|4736|2.006082,0.00317915
N19612|11231|0.005666,N19623|11976|1.82797,0.0136449
N19612|11231|0.005666,N19616|7842|0.248406,0.00798426
N19612|11231|0.005666,N19617|12752|4.368786,0.0128293
N19612|11231|0.005666,N19613|10573|1.415888,0.00799036
N19612|11231|0.005666,N19620|3162|0.011598,0.0144624
N19612|11231|0.005666,N19615|4712|5.351011,0.00718115
N14055|2968|0.612297,N14054|5768|1.446822,0.0136267
N20863|8738|4.86296,N20861|10928|1.411078,0.00959254
N14952|14732|57.314967,N14951|14095|66.073673,0.00637813
N14952|14732|57.314967,N14950|8648|71.117036,0.0128541
N15506|12600|5.363538,N15507|9912|7.192844,0.00639233
N15506|12600|5.363538,N15511|15351|2.142394,0.0144459
N15506|12600|5.363538,N15513|9980|0.884999,0.012823
N14951|14095|66.073673,N14950|8648|71.117036,0.0079912
N15506|12600|5.363538,N15509|8419|2.321487,0.0112056
N15507|9912|7.192844,N15513|9980|0.884999,0.0144581
N16835|3721|0.772743,N16860|9227|0.017683,0.0104158
N16835|3721|0.772743,N16838|12784|0.60086,0.0112133
N16835|3721|0.772743,N16834|11223|10.219692,0.014433
N15507|9912|7.192844,N15509|8419|2.321487,0.0128346
N16835|3721|0.772743,N16858|7214|0.808603,0.0112177
N13436|7965|3.195139,N13433|4035|0.488611,0.00399439
N13436|7965|3.195139,N13428|14179|4.351805,0.0144585
N14875|3643|2.546109,N14877|6252|0.485887,0.00959693
N13436|7965|3.195139,N13434|8069|2.305872,0.00560881
N13436|7965|3.195139,N13435|10471|4.906482,0.0120724
N14875|3643|2.546109,N14882|2020|2.041821,0.0136443
N14875|3643|2.546109,N14883|4892|1.477477,0.0136407
N14875|3643|2.546109,N14886|13810|0.240336,0.0144344
N14875|3643|2.546109,N14880|12881|0.046597,0.0112182
N14875|3643|2.546109,N14878|12460|1.602727,0.0128765
N12672|6868|0.478422,N12671|7885|10.502612,0.00880399
