ID1,ID2,Distance
N9071|5909|3.113064,N9069|14870|0.115787,0.013191
N10377|14925|4.583396,N10378|8522|1.594894,0.0124623
N9071|5909|3.113064,N9070|5702|0.029663,0.0139751
N8519|6119|2.802017,N8520|4988|1.774806,0.0108639
N10443|6872|5.155289,N10441|10325|1.214465,0.0123923
N8560|3282|5.00139,N8559|6034|1.369718,0.00307853
N10443|6872|5.155289,N10437|8149|0.052147,0.0131993
N8560|3282|5.00139,N8553|9135|1.425908,0.0147616
N8560|3282|5.00139,N8565|14683|3.257461,0.0139819
N8560|3282|5.00139,N8557|9357|5.195131,0.00539898
N10443|6872|5.155289,N10436|14977|0.172474,0.0124171
N10443|6872|5.155289,N10444|8816|0.373572,0.00851462
N8972|3183|3.370766,N8977|6292|0.214815,0.0116396
N10686|3415|2.357407,N10687|14941|0.155109,0.00850334
N10686|3415|2.357407,N10688|11788|4.696148,0.0139893
N10277|3796|4.422795,N10273|7066|2.211675,0.0124028
N10277|3796|4.422795,N10284|4864|2.151017,0.0124
N10277|3796|4.422795,N10281|14093|4.052665,0.0132074
N10277|3796|4.422795,N10280|1481|1.538948,0.0124126
N8841|11303|2.362059,N8843|9776|1.152072,0.0124091
N8852|10603|1.878785,N8855|1406|3.650974,0.0132155
N8852|10603|1.878785,N8851|6113|0.562907,0.00539894
N7751|10541|0.352266,N7752|6648|5.338006,0.00464444
N8841|11303|2.362059,N8842|2351|1.481114,0.013203
N7751|10541|0.352266,N7755|3205|4.773602,0.0038512
N8841|11303|2.362059,N8837|8886|2.937414,0.0116196
N8841|11303|2.362059,N8840|8026|1.994328,0.009292
N8841|11303|2.362059,N8839|10360|1.159841,0.0147554
N7752|6648|5.338006,N7755|3205|4.773602,0.00853929
N9983|12775|0.045325,N9985|14230|1.945428,0.00928949
N9983|12775|0.045325,N9986|12218|4.128937,0.0131897
N9983|12775|0.045325,N9984|5168|1.786537,0.0100676
N11020|13916|4.222601,N11019|6827|4.049393,0.0124235
N11020|13916|4.222601,N11018|5504|3.331795,0.0139906
N9974|7366|1.532692,N9972|13039|4.240806,0.0116522
N9974|7366|1.532692,N9973|2005|3.014522,0.00695722
N7789|10440|3.985858,N7787|9572|2.516941,0.0100821
N8036|10714|0.164933,N8038|14440|1.420736,0.0092996
N8036|10714|0.164933,N8034|3833|2.99392,0.00927853
N8036|10714|0.164933,N8035|3945|2.510512,0.0038498
N8036|10714|0.164933,N8037|9433|0.647445,0.00773213
N8036|10714|0.164933,N8039|11925|1.700145,0.00462654
N11318|8777|4.414449,N11317|10286|2.830018,0.0108365
N11318|8777|4.414449,N11319|5182|0.095621,0.0147672
N10687|14941|0.155109,N10688|11788|4.696148,0.00540493
N11318|8777|4.414449,N11320|5375|1.55205,0.0147816
N10687|14941|0.155109,N10683|11008|0.846228,0.0139833
N11318|8777|4.414449,N11323|12221|0.278762,0.0139892
N10687|14941|0.155109,N10664|1380|0.896549,0.0131959
