ID1,ID2,Distance
N21305|12418|2.140931,N21318|5944|0.955742,0.0125876
N21305|12418|2.140931,N21302|8960|3.548205,0.0125668
N19560|11134|0.062534,N19543|11175|0.071734,0.00833231
N19560|11134|0.062534,N19555|6946|0.457536,0.0117515
N19560|11134|0.062534,N19559|10611|2.06077,0.00748104
N19560|11134|0.062534,N19558|8363|6.267246,0.0125251
N19560|11134|0.062534,N19557|11620|7.802788,0.0133549
N21305|12418|2.140931,N21308|1380|2.143985,0.0134462
N19560|11134|0.062534,N19556|6796|3.47031,0.0125869
N19560|11134|0.062534,N19550|4427|1.939882,0.0108604
N19560|11134|0.062534,N19544|7816|2.054948,0.00916555
N21305|12418|2.140931,N21303|9109|1.385924,0.0100722
N21305|12418|2.140931,N21314|2221|0.01898,0.0143414
N21305|12418|2.140931,N21298|9970|0.23714,0.0134219
N19560|11134|0.062534,N19561|13053|8.200116,0.0108607
N21305|12418|2.140931,N21300|2149|1.814437,0.0142806
N19560|11134|0.062534,N19542|11339|0.075797,0.00916661
N19560|11134|0.062534,N19546|13112|0.871183,0.0108606
N15532|12943|1.168716,N15527|9620|0.931623,0.0125177
N15532|12943|1.168716,N15526|10414|0.651357,0.00915023
N15532|12943|1.168716,N15535|5818|0.681417,0.00999212
N15532|12943|1.168716,N15495|13203|0.444725,0.0134229
N15532|12943|1.168716,N15533|3890|0.335088,0.00331315
N12783|3438|4.936474,N12778|4396|0.367197,0.0142403
N17499|13710|0.71956,N17472|14701|1.252096,0.00998487
N17499|13710|0.71956,N17483|12906|0.076502,0.0108312
N17499|13710|0.71956,N17489|8623|0.378012,0.00165655
N17499|13710|0.71956,N17495|1821|0.07162,0.004152
N17499|13710|0.71956,N17493|13349|2.376607,0.00331591
N18491|6005|0.651212,N18487|7578|0.116564,0.0134012
N18491|6005|0.651212,N18478|5132|0.580644,0.0125342
N18491|6005|0.651212,N18499|10490|0.373617,0.0142436
N18491|6005|0.651212,N18505|12347|0.602795,0.0133699
N18491|6005|0.651212,N18496|2397|1.719234,0.0125268
N18491|6005|0.651212,N18484|7216|0.38339,0.0133549
N18491|6005|0.651212,N18482|7096|0.176208,0.0125266
N18491|6005|0.651212,N18490|13938|0.063437,0.0108374
N12885|1749|0.28409,N12892|10911|0.365825,0.00331594
N12885|1749|0.28409,N12886|12539|0.503829,0.00248386
N12885|1749|0.28409,N12888|8247|8.655621,0.0116904
N12885|1749|0.28409,N12918|15375|0.346209,0.0116805
N12885|1749|0.28409,N12860|10816|2.63107,0.00665166
N12885|1749|0.28409,N12868|12637|1.360239,0.00498782
N18463|15203|0.369758,N18468|2488|0.749423,0.0100129
