source,target
0,11614
1,14976
2,14919
2,14313
3,14152
4,14939
5,15083
6,11485
7,12561
8,14752
9,14831
10,14691
11,14944
12,12999
13,14577
14,11164
14,11826
15,5082
16,14917
17,14793
18,4706
19,15097
20,14391
21,3799
21,14320
22,13430
23,14793
24,8454
25,14492
26,15092
26,13836
27,15070
28,15084
29,12830
30,14733
31,15092
32,14602
33,14974
34,14203
35,12733
36,12251
37,10021
38,15030
39,12670
40,14130
41,11826
42,15094
43,14105
44,12303
45,13810
46,14984
47,15079
48,14471
49,15026
50,12674
51,12175
52,12433
53,15066
54,1656
55,14933
56,13001
57,14362
58,9670
59,14840
59,11172
60,11625
61,14718
62,14648
63,15035
64,12776
65,10256
66,12704
67,9140
68,15069
69,3303
70,10743
71,13227
72,12939
73,14285
74,14420
75,15043
76,14394
77,15071
78,14867
78,13572
79,14702
80,15050
80,14981
81,14626
82,13632
83,14489
84,14456
85,14961
86,10661
87,12182
88,14592
89,14943
90,15053
91,12785
92,526
93,15042
94,15057
95,14979
96,13072
97,14134
98,11980
99,15066
100,7509
101,6546
102,14710
103,12413
104,13797
105,14481
106,8023
107,4430
108,8108
109,14933
110,1835
111,15057
112,8254
113,14757
114,10612
115,15014
116,12069
117,15083
118,15071
119,12030
120,12288
121,7691
122,13758
123,14162
124,12421
125,15049
126,13957
127,12572
128,13161
129,10253
130,6345
131,10851
132,11997
133,13516
134,1782
135,13245
136,14714
137,14961
138,13178
139,14057
140,13698
141,14865
142,13981
143,14834
144,14021
145,8298
146,15099
147,13519
148,14799
148,14634
149,15072
149,15187
150,15043
151,11361
152,13777
153,15045
154,12407
155,14743
155,14583
156,15096
157,14168
158,270
159,9270
160,15100
161,15053
162,9120
163,15058
164,12828
165,14496
166,14781
167,13769
168,12242
169,12227
170,12624
171,9864
172,13564
173,14352
174,12239
175,14070
176,13674
176,15216
177,15072
178,2895
179,14693
180,14219
181,14279
182,7812
183,9305
184,14183
185,14917
186,6026
186,11834
187,11595
188,9120
189,14905
190,14991
191,6757
191,15274
192,14597
192,15343
193,14360
194,13911
195,14675
196,8234
197,9004
198,8575
199,15010
200,14475
201,14967
202,15014
203,12930
204,15078
205,14695
206,14731
207,14967
208,14401
209,12985
210,5082
211,7677
212,14048
213,14691
214,14291
215,13826
216,15017
217,10837
218,13908
219,14399
220,15094
221,15086
222,7420
223,15053
224,10102
225,13870
226,14974
227,13039
227,13603
228,14865
228,15387
229,14876
230,3207
231,5584
232,10752
233,12881
234,15100
235,15100
236,14287
237,13875
238,15066
239,13516
240,14812
241,11914
241,14520
242,13984
243,13301
244,13490
245,15096
246,15098
247,13576
248,13541
249,1941
250,8968
251,13187
252,8948
252,14775
253,14935
254,13905
255,8007
256,14969
257,14874
258,3675
258,14122
259,12779
260,9775
261,7425
262,13161
263,3650
264,7228
265,14168
266,15100
267,11172
268,14885
269,7318
271,7075
272,15100
273,10644
274,11171
275,2704
276,14147
277,14997
278,8323
279,2820
280,3748
281,15002
282,13609
283,13549
284,2912
285,12147
286,14358
287,10569
288,13513
289,7255
290,14463
291,6079
292,14111
292,15253
293,12801
294,7551
295,15036
296,9609
297,14915
298,886
299,12054
300,10926
300,15145
301,11095
302,15031
303,15016
304,11188
305,13448
306,13128
307,14931
308,9539
309,14965
310,5456
310,14107
311,15081
312,14531
313,15051
314,13556
315,12531
316,12422
317,14486
318,15078
319,13224
320,15012
321,12549
321,15105
322,15075
323,11000
324,14085
324,15302
325,11799
325,15126
326,13106
327,11657
328,6125
329,12367
330,14668
331,14824
332,14879
333,14159
334,14390
335,5311
336,14474
337,10579
338,12385
339,13755
340,14831
341,14965
342,10771
343,15094
344,5694
345,12527
346,14727
347,14914
347,13426
348,14642
349,13942
350,15073
351,14984
351,15229
352,14083
353,14527
354,13512
355,11364
356,12944
357,13748
358,15082
359,14240
360,13032
361,7263
362,6469
363,12387
364,14596
365,12581
366,14709
366,14326
367,10024
368,13938
369,14995
370,14982
371,13374
372,15035
373,10724
374,15079
374,14695
375,10683
376,15013
377,13062
378,15093
379,14452
380,12661
381,15030
382,14936
383,10251
384,14582
385,13228
386,14971
387,9845
388,12991
389,14535
390,14960
391,8972
392,13228
393,13734
394,14901
394,14061
395,14599
396,14521
397,12759
398,9361
399,14210
400,14310
401,10989
402,15097
403,11439
404,13060
405,15085
406,13533
407,14877
408,14264
409,14435
410,14951
411,14942
412,12515
413,14243
414,11164
415,14858
416,15080
417,14192
418,14719
419,12393
420,14728
420,14435
421,15048
422,14737
423,11785
424,14728
425,9701
426,12336
427,14332
428,14877
429,13975
430,14921
431,11319
432,14587
433,14977
434,14811
435,14632
436,14602
437,14191
438,14871
439,14966
440,12187
441,14979
442,15090
443,14891
444,14706
445,14634
445,15210
446,14499
446,14249
447,15065
447,14675
448,14684
449,9095
450,11164
451,14979
452,14977
453,14792
453,14623
454,11677
455,6885
456,5336
457,13277
458,13917
458,15362
459,15044
460,13729
461,7214
462,14936
463,14703
464,14689
464,12301
465,14968
465,15116
466,13891
467,14752
468,14941
469,13088
470,15098
471,13690
472,15053
473,15001
474,15066
475,14371
476,13637
477,13750
478,13734
479,14545
480,10881
481,6645
482,12614
483,12682
484,10133
485,9813
486,15025
487,10276
488,13406
489,15036
490,10619
491,10799
492,13846
493,14992
494,13833
495,14080
496,11237
497,15093
498,14630
499,15095
500,3923
501,13641
502,14555
503,14829
504,7967
505,14799
505,15234
506,13489
507,5456
508,6289
509,13815
510,11240
511,8790
512,14683
513,14567
514,15054
514,13811
515,7671
516,15094
517,14094
518,13223
519,13051
520,14224
521,13307
522,14808
523,15004
524,15062
525,14547
527,2366
528,14440
529,13714
530,14607
531,9859
532,14592
533,14201
534,10681
535,15041
536,14931
537,15060
538,13971
539,14067
540,15002
541,13904
542,9272
543,14114
544,13493
545,9614
546,14928
547,11254
548,12222
549,12509
550,14488
551,11704
552,14710
553,3177
554,12967
555,14801
555,13561
556,13183
557,15056
558,14234
559,13849
560,14095
561,13566
562,13918
563,9821
564,13584
565,5196
566,14136
567,14381
568,13353
569,12412
570,15078
570,13461
571,11965
572,15019
573,14232
574,14969
575,14865
576,14995
577,9322
578,13516
579,15018
580,9659
581,14842
582,8085
582,13025
583,5919
584,14743
585,14599
586,12871
587,4449
588,15032
589,14662
590,6925
590,14226
591,13191
592,14582
593,14311
594,9880
594,14491
595,14826
596,14742
596,14671
597,7725
598,14650
599,9323
600,14957
601,14382
602,14808
602,15328
603,14278
603,12948
604,3648
605,14989
605,15222
606,14874
607,2114
608,15053
609,14799
610,12320
611,6628
612,15022
613,13194
614,7178
615,1609
616,13140
617,13562
618,6631
619,15099
620,15029
621,14084
622,14946
623,3562
624,13892
625,12430
626,15016
627,13459
628,11635
629,13378
630,12068
631,14830
632,14046
633,14356
634,6657
635,11696
636,14633
637,12351
638,12621
639,8856
640,13494
641,14696
642,14592
643,14760
644,15055
645,15080
646,15032
647,14004
648,15032
649,12025
650,15048
651,15090
652,13980
653,10638
654,15040
655,12548
656,15095
657,6283
658,12679
659,15056
660,15089
661,12902
662,12941
663,13756
664,13379
665,15100
666,9200
667,14876
668,11207
669,14478
670,14510
671,11897
672,4431
673,14512
674,14963
675,14684
676,15072
677,13497
678,14358
679,15099
680,13451
681,14994
682,13089
682,11595
683,14842
684,13839
685,10584
686,15067
687,14878
688,14420
689,8522
690,14790
691,15098
692,14498
692,14045
693,9977
694,13626
695,12900
696,13867
697,14993
698,14286
698,13213
699,14765
700,14927
701,12700
702,14016
703,14916
704,14996
705,14732
706,10999
707,14502
708,7811
709,13789
710,15065
711,12907
712,12926
713,15029
713,13913
714,12612
715,15097
716,11187
717,15084
718,12488
719,13459
720,13402
721,2797
722,14115
723,14028
724,14594
725,15087
726,3711
727,13295
728,14979
729,13767
730,3765
731,5959
732,14761
733,14015
734,14950
735,9611
736,14200
737,14944
738,14698
739,13648
740,14493
741,13374
742,15021
743,13314
744,14063
745,9052
746,6966
747,10850
748,14724
748,12560
749,14711
750,11951
751,14767
752,14682
753,13042
754,11309
755,13531
756,5947
757,14970
758,11414
759,15075
760,11682
761,15090
762,14760
763,11608
764,7498
765,12738
766,14547
767,5328
768,15088
769,14792
770,4264
771,15052
772,11874
773,14419
774,15055
775,13332
776,12464
777,2780
778,13887
779,14713
780,10438
781,11570
782,13282
782,15132
783,10870
784,15087
785,14755
786,15013
787,15092
788,15076
789,15067
790,15048
791,14029
791,3625
792,15063
793,10851
794,9806
795,14277
796,14387
797,11309
797,14356
798,15065
799,15078
800,4105
801,12385
802,13538
802,14641
803,13526
804,15089
805,12955
806,14110
807,15093
808,8895
809,6448
810,14825
811,14825
812,14060
812,15140
813,12893
814,14682
815,15033
816,15062
817,13610
818,14152
819,14949
820,15008
821,2551
822,12293
823,14921
824,13210
825,13928
826,15046
827,11582
828,7272
829,15084
830,4863
831,14664
832,12393
833,10704
834,2959
835,14090
836,13993
837,13650
838,14921
839,15021
840,14712
841,14753
842,11586
843,14737
844,15067
845,14162
846,11214
847,15090
848,9397
849,9239
850,11991
851,13330
852,11689
853,8059
854,14840
855,14598
856,14291
857,15081
858,1829
858,15107
859,13004
860,12998
861,15053
862,14904
863,15045
864,14945
865,15045
866,12056
867,15040
868,12542
