ID1,ID2,Distance
N9668|12642|0.176437,N9679|1870|0.627864,0.00838355
N9668|12642|0.176437,N9680|14671|0.551162,0.0109273
N9668|12642|0.176437,N9669|2727|3.616668,0.00333413
N9668|12642|0.176437,N9670|6219|2.628787,0.00585573
N13208|5126|4.910478,N13211|13284|2.225692,0.0117627
N7761|3639|0.116485,N7776|7292|0.125117,0.0117359
N7761|3639|0.116485,N7773|12241|0.446219,0.0117359
N12347|11046|2.104344,N12346|9689|0.584307,0.00500917
N7761|3639|0.116485,N7778|10583|0.665948,0.0125951
N7761|3639|0.116485,N7775|8361|0.797165,0.0125846
N12347|11046|2.104344,N12348|12175|0.666511,0.0134588
N13223|11565|1.872984,N13221|14597|1.592567,0.00754017
N12347|11046|2.104344,N12353|15387|3.651115,0.0143314
N13223|11565|1.872984,N13218|10300|2.118883,0.0117771
N13223|11565|1.872984,N13226|11850|0.517028,0.0126311
N8877|8968|2.218914,N8882|6677|0.216358,0.0092269
N8877|8968|2.218914,N8880|2317|1.281992,0.010918
N8877|8968|2.218914,N8885|13319|1.533251,0.014321
N8877|8968|2.218914,N8886|13744|3.161405,0.0143156
N8877|8968|2.218914,N8887|6778|0.075135,0.0109173
N8877|8968|2.218914,N8878|8071|2.829202,0.0092374
N8877|8968|2.218914,N8879|15169|4.33439,0.0135078
N8877|8968|2.218914,N8883|12102|0.477215,0.0126291
N8877|8968|2.218914,N8881|2039|0.735098,0.011759
N11357|13723|0.419912,N11354|7742|2.059163,0.00754886
N11357|13723|0.419912,N11355|10265|1.039862,0.00585585
N11357|13723|0.419912,N11360|12430|2.343861,0.0134611
N8510|3455|0.160572,N8511|11934|10.396635,0.0109182
N8510|3455|0.160572,N8516|9780|0.050622,0.0134446
N8510|3455|0.160572,N8528|6827|0.89012,0.0143332
N8510|3455|0.160572,N8509|6463|4.751166,0.0117596
N8510|3455|0.160572,N8517|13845|0.864073,0.0134532
N8510|3455|0.160572,N8513|8358|0.339713,0.00584894
N8510|3455|0.160572,N8515|13770|2.109996,0.00754997
N11744|14468|0.100244,N11747|13688|19.221836,0.0125946
N11744|14468|0.100244,N11733|14672|0.665045,0.0100666
