ID1,ID2,Distance
N10000|4117|3.556056,N9996|14631|0.039966,0.0112179
N9428|12786|1.88259,N9422|14625|2.856867,0.0128549
N9428|12786|1.88259,N9423|9950|4.199419,0.0112334
N10000|4117|3.556056,N9994|6879|1.871456,0.0120136
N10000|4117|3.556056,N10001|7663|2.021143,0.00719665
N9428|12786|1.88259,N9424|5742|2.738631,0.0112504
N10000|4117|3.556056,N9992|3108|0.718214,0.0120278
N9428|12786|1.88259,N9429|2939|4.07518,0.0104308
N10000|4117|3.556056,N9988|8970|1.871265,0.014454
N9428|12786|1.88259,N9427|13873|4.162172,0.00879114
N9428|12786|1.88259,N9425|4052|5.058927,0.0112053
N10000|4117|3.556056,N9993|5526|3.784218,0.0144374
N9428|12786|1.88259,N9430|5355|0.003391,0.00558929
N10022|10639|2.033588,N10023|12788|1.445686,0.00558466
N11232|4657|4.280842,N11222|3314|0.378161,0.0145373
N10022|10639|2.033588,N10021|5120|4.209804,0.00717926
N8645|14243|2.535177,N8646|13461|3.346481,0.00159181
N10022|10639|2.033588,N10028|5721|3.919232,0.0112042
N8645|14243|2.535177,N8643|12615|0.485444,0.00718241
N8645|14243|2.535177,N8642|10387|0.616826,0.00798574
N8645|14243|2.535177,N8641|8024|2.470934,0.00960318
N8645|14243|2.535177,N8644|8628|5.423363,0.00638258
N10022|10639|2.033588,N10026|13669|2.054483,0.0104016
N10022|10639|2.033588,N10027|8817|0.488989,0.00959323
N8646|13461|3.346481,N8643|12615|0.485444,0.00879598
N8646|13461|3.346481,N8642|10387|0.616826,0.00959928
N8646|13461|3.346481,N8641|8024|2.470934,0.011225
N8646|13461|3.346481,N8644|8628|5.423363,0.00799497
N10023|12788|1.445686,N10021|5120|4.209804,0.00800379
N10023|12788|1.445686,N10028|5721|3.919232,0.0120387
N11311|13485|0.838842,N11312|11371|2.901481,0.00800105
N10023|12788|1.445686,N10026|13669|2.054483,0.0112466
N10023|12788|1.445686,N10027|8817|0.488989,0.0104306
N9996|14631|0.039966,N9991|15158|4.977981,0.012033
N9996|14631|0.039966,N9994|6879|1.871456,0.00718198
N9996|14631|0.039966,N10001|7663|2.021143,0.0104063
N9996|14631|0.039966,N9992|3108|0.718214,0.00881487
N9996|14631|0.039966,N9982|5963|0.955487,0.0120278
N9996|14631|0.039966,N9983|6128|1.376624,0.0136379
N9996|14631|0.039966,N9988|8970|1.871265,0.011233
N9996|14631|0.039966,N9984|8517|3.374459,0.0128477
N9996|14631|0.039966,N9993|5526|3.784218,0.0112117
N7737|11682|0.26727,N7736|8752|0.764085,0.00398604
N8841|8980|0.728386,N8835|2908|0.149887,0.0129078
N8846|14970|0.478518,N8847|4022|2.691816,0.0128328
N8846|14970|0.478518,N8848|13959|3.913244,0.0104084
N8841|8980|0.728386,N8842|2930|0.904489,0.00879745
N8841|8980|0.728386,N8840|9887|1.166212,0.00397987
N10584|11691|0.293403,N10582|13624|5.714609,0.0128243
N10584|11691|0.293403,N10585|11192|0.325899,0.0047802
N8841|8980|0.728386,N8839|2789|2.939241,0.0128864
N10683|5715|4.148672,N10674|9691|1.330824,0.0120362
N10723|2502|2.670228,N10721|14428|2.154919,0.0128396
N10723|2502|2.670228,N10724|5916|0.613531,0.00798306
N8267|10234|0.239521,N8263|4645|5.799725,0.01123
N8267|10234|0.239521,N8264|11324|1.233752,0.00318624
N8267|10234|0.239521,N8266|3687|4.65496,0.00720456
N9346|12940|0.309858,N9345|6986|2.117059,0.00958973
N9346|12940|0.309858,N9341|4621|2.673642,0.01039
N9826|9402|2.090507,N9827|11262|3.908067,0.0104188
N9826|9402|2.090507,N9828|11552|1.413378,0.0120496
N9826|9402|2.090507,N9830|4776|0.006298,0.0128551
N9381|13317|2.304031,N9385|2772|3.235276,0.008001
N9381|13317|2.304031,N9383|12485|2.747181,0.00880148
N8313|5973|4.936603,N8310|13086|1.650906,0.012033
N8313|5973|4.936603,N8311|14068|5.91267,0.0144755
N10660|1617|5.571548,N10663|7773|1.6036,0.0120195
N11377|9452|5.194443,N11378|15306|4.193894,0.00879936
N11377|9452|5.194443,N11379|5466|0.631851,0.0120272
N8795|6130|2.528638,N8796|3878|1.161268,0.00478371
N11378|15306|4.193894,N11379|5466|0.631851,0.00960934
N10095|12694|1.238317,N10099|2412|0.479831,0.00639027
N7828|12186|2.189079,N7827|9259|2.139599,0.00719061
N7828|12186|2.189079,N7826|13354|3.698204,0.0144598
N9552|10049|1.457526,N9551|11079|1.550203,0.0023869
N9552|10049|1.457526,N9553|4656|2.399558,0.00318288
N9716|10396|4.84467,N9721|11941|0.813345,0.0128538
N9552|10049|1.457526,N9554|14238|2.037982,0.00718806
N9552|10049|1.457526,N9549|15103|5.333208,0.0112327
N9716|10396|4.84467,N9715|12150|2.5236,0.00883005
N9716|10396|4.84467,N9720|15237|2.364573,0.0137239
N9716|10396|4.84467,N9710|8856|1.631829,0.0104184
N9716|10396|4.84467,N9711|11216|3.197533,0.0112333
N9716|10396|4.84467,N9712|6403|4.905672,0.0128539
N9716|10396|4.84467,N9717|11438|0.523552,0.00882066
N9716|10396|4.84467,N9713|4566|0.425262,0.0144431
N9716|10396|4.84467,N9714|3244|4.395675,0.0136704
N11368|2015|3.052635,N11369|7347|4.524415,0.00880553
N10659|10917|0.954638,N10658|14194|0.878872,0.0047802
