ID1,ID2,Distance
N9561|11414|0.552659,N9563|9166|0.222937,0.0065317
N9561|11414|0.552659,N9562|6283|1.456984,0.00407534
N12947|7644|0.757264,N12943|14555|0.2291,0.0140105
N10180|9004|3.981511,N10183|5681|1.717634,0.0139954
N12947|7644|0.757264,N12944|2695|0.088006,0.0131697
N12947|7644|0.757264,N12949|7124|2.450762,0.00407714
N12947|7644|0.757264,N12946|9058|0.166487,0.000812887
N10180|9004|3.981511,N10173|13300|0.071592,0.00818123
N9616|1951|0.807091,N9615|4066|0.538577,0.00325905
N9616|1951|0.807091,N9610|13425|2.18825,0.0131199
N9616|1951|0.807091,N9614|8327|2.659384,0.0098237
N9616|1951|0.807091,N9597|8700|0.836109,0.0148153
N9616|1951|0.807091,N9587|11711|4.359238,0.0139678
N9616|1951|0.807091,N9613|4877|2.494139,0.0114797
N9616|1951|0.807091,N9617|14021|0.448557,0.00244138
N9616|1951|0.807091,N9585|13901|1.911101,0.0106446
N9616|1951|0.807091,N9598|9513|0.196984,0.0147924
N9616|1951|0.807091,N9590|5435|2.843351,0.0139576
N9616|1951|0.807091,N9596|12765|1.034889,0.0139495
N8217|4840|0.538008,N8220|5368|0.255157,0.0131331
N9616|1951|0.807091,N9586|1600|0.34699,0.010639
N9616|1951|0.807091,N9618|6422|0.003668,0.0122952
N9616|1951|0.807091,N9607|5557|2.629288,0.014778
N9616|1951|0.807091,N9583|3295|0.616494,0.0139678
N9616|1951|0.807091,N9589|9276|2.113924,0.012291
N9616|1951|0.807091,N9588|13568|4.935331,0.0148047
N9616|1951|0.807091,N9595|4914|1.228168,0.0147925
N9616|1951|0.807091,N9608|12776|0.348315,0.00981414
N8217|4840|0.538008,N8216|4509|0.55082,0.00325675
N10645|9337|0.763074,N10642|5187|3.316774,0.0148248
N10645|9337|0.763074,N10641|8898|3.987497,0.0114832
N12248|5174|0.492921,N12303|7525|0.253662,0.0148353
N10645|9337|0.763074,N10640|9028|0.900322,0.0123097
N12248|5174|0.492921,N12247|7512|2.249661,0.0106458
N11728|8874|0.913617,N11727|13689|0.445614,0.00817327
N7868|5480|0.304034,N7876|11316|0.291321,0.00903253
N7868|5480|0.304034,N7877|14751|3.624558,0.0082001
N10296|14907|1.242739,N10299|5022|0.481492,0.00818025
N7868|5480|0.304034,N7873|2216|1.989118,0.00571798
N7868|5480|0.304034,N7874|9141|2.713118,0.00571154
N10296|14907|1.242739,N10297|3920|0.753549,0.00983007
N10296|14907|1.242739,N10300|1426|0.454534,0.00818025
N10296|14907|1.242739,N10302|9663|0.327663,0.0114831
N7868|5480|0.304034,N7867|2749|0.731351,0.00983807
N10296|14907|1.242739,N10301|11077|0.183493,0.010652
N7868|5480|0.304034,N7875|9145|1.942255,0.00818042
N11497|7095|1.6522,N11495|6453|0.096407,0.0106491
N7868|5480|0.304034,N7872|14261|0.329943,0.00325904
N7868|5480|0.304034,N7870|2013|3.93761,0.00736019
N7868|5480|0.304034,N7869|1614|1.625751,0.00737038
N11497|7095|1.6522,N11496|14445|1.691329,0.00407538
N7631|12226|1.61017,N7621|6374|1.221698,0.01403
N7631|12226|1.61017,N7643|1766|2.75281,0.0148339
N7631|12226|1.61017,N7641|4122|1.333595,0.013173
N7631|12226|1.61017,N7638|3270|0.002237,0.00901243
N7631|12226|1.61017,N7635|1945|0.834847,0.00489452
N7631|12226|1.61017,N7647|8407|1.028932,0.0131613
N9699|12857|1.560279,N9700|3566|3.879136,0.0107054
N7631|12226|1.61017,N7613|13944|0.190949,0.0148759
N7631|12226|1.61017,N7632|13000|6.471094,0.0131522
N7631|12226|1.61017,N7619|3669|0.268613,0.0148366
N7631|12226|1.61017,N7636|8170|3.881746,0.0107058
N7631|12226|1.61017,N7622|11609|0.960875,0.0132076
N7631|12226|1.61017,N7642|11188|2.059344,0.0148757
N7631|12226|1.61017,N7633|6961|2.344208,0.00572935
N7631|12226|1.61017,N7630|1470|0.733893,0.00900855
N7631|12226|1.61017,N7646|12165|1.868465,0.0140018
N13000|9920|1.705151,N13002|6581|1.354728,0.00903359
