source,target
0,15098
1,14973
2,9881
3,5350
4,14280
5,14068
6,14586
7,14549
8,12893
8,14610
9,14298
10,9644
11,14241
12,8687
13,2385
14,15090
15,14890
16,12627
17,13712
18,14961
19,7088
20,14536
21,5153
22,12348
23,15051
24,14987
25,7063
26,11373
27,14949
28,13817
29,8160
30,14916
30,13755
31,14617
32,13790
33,14973
34,14643
35,12815
36,14475
37,12553
38,14939
39,14881
40,14049
41,14150
42,11907
43,11386
44,14290
45,15096
46,9011
47,12265
48,14752
49,14694
50,13413
51,13584
52,12545
53,5353
54,6840
55,5077
56,9719
57,15020
58,13996
59,3983
60,12181
61,10531
62,11785
63,14761
64,15083
65,11027
66,14873
67,13432
68,14967
69,15087
70,13909
71,14910
72,2891
73,13969
74,12283
75,12086
76,14956
77,10044
78,15093
79,14908
80,13716
81,15066
82,14203
83,13009
84,12282
85,14809
86,14365
87,15051
88,15063
89,14731
90,7253
91,15020
92,15059
93,13999
94,6655
95,12837
96,14839
97,1051
98,13847
98,13640
99,14029
100,12685
101,14367
102,13571
103,14846
104,13684
105,14903
106,2380
106,15350
107,14146
108,15088
109,14028
110,6786
111,12739
112,14932
112,15150
113,14692
114,15090
115,7724
116,7024
117,13424
118,9605
119,14101
120,13721
121,14937
122,9261
123,14557
124,10768
125,14760
126,6419
126,13218
127,11431
128,15036
129,15048
130,10841
131,14827
132,14614
133,12053
134,14803
135,11151
136,14766
137,11530
138,11986
139,14385
140,14336
141,15000
142,14380
143,11369
144,14415
145,14448
146,14953
147,13268
148,14992
149,9275
150,14256
151,15088
152,11322
153,10964
154,5465
155,12499
156,13935
157,14714
158,8818
159,3026
160,12621
161,14846
162,14990
163,15097
164,14368
165,12521
166,13007
167,14946
168,14682
169,14139
170,12012
171,13303
172,5148
173,15058
174,11945
175,15054
175,14354
176,14076
177,14738
177,13323
178,15062
179,8335
180,15075
181,14474
182,14090
183,14789
184,11792
185,14629
186,14247
187,5278
188,14815
189,13395
190,15094
191,7709
192,14993
193,12411
194,14194
195,13930
196,14631
197,15011
198,14069
199,14810
200,13704
201,8970
202,13871
203,1561
204,14934
205,13151
206,14986
207,15059
208,10295
209,15084
210,15044
211,11824
212,7009
213,10065
214,2620
215,8861
216,15034
217,14955
218,11607
219,14121
219,15311
220,14579
221,12420
222,13788
223,12725
224,14814
225,4073
226,14963
227,8396
227,13898
228,14688
229,12339
230,14581
231,12598
232,14269
233,11957
234,14751
235,14996
236,12497
237,6186
237,13155
238,9968
239,14700
240,15088
241,15008
242,14759
243,1313
244,14828
245,14718
246,15091
247,15004
248,13897
249,14813
250,15094
251,14773
252,14226
253,3470
254,9453
255,14896
256,14893
257,14379
258,13434
259,14229
260,12245
261,13502
262,9555
263,14798
264,15090
265,9255
265,14867
266,14645
267,14173
268,14933
269,13374
270,14185
271,15029
272,9739
272,15147
273,12243
274,14621
275,7618
276,13939
277,10783
278,12532
279,14480
280,14249
281,5718
281,15194
282,14730
283,13720
284,8397
285,14686
286,14850
287,14008
288,13071
289,15029
290,14742
291,9738
292,12333
293,12884
294,13561
295,14169
296,8552
297,14730
297,13688
297,14453
298,2945
299,15071
300,11729
301,14410
301,13632
302,769
303,15086
304,10918
305,5037
306,7761
307,15096
308,5380
309,15080
310,14874
311,12745
312,11523
313,14918
314,14171
315,9331
316,14385
316,15226
317,6364
318,8790
319,14612
320,14263
321,14237
322,11685
323,8609
324,15031
325,11834
326,10258
326,13902
327,5327
328,13798
329,14917
330,10083
331,12030
332,15031
333,15048
334,14651
335,10578
336,14596
337,8795
338,14857
339,15051
340,11633
341,7373
342,6902
343,12888
344,14889
345,14072
346,13332
347,11490
348,13776
349,14746
350,6867
350,14893
351,14164
352,14858
353,15078
354,7017
355,13874
356,14689
357,12722
357,14394
357,14987
358,8915
359,13264
359,13126
359,13973
360,14499
361,15042
362,14866
363,12266
364,15081
365,14981
366,14948
367,15066
368,9686
369,15069
370,13617
371,12981
372,15100
373,15076
374,11341
375,13840
376,15040
377,14625
378,14980
378,14266
379,11963
380,12901
381,14685
381,14161
382,14232
383,15031
383,12923
384,13764
385,14926
385,14917
386,8196
387,12269
388,13446
389,14522
390,15069
391,13131
392,15090
393,14925
394,14952
395,13426
396,13953
397,12697
398,14686
398,14410
399,14951
400,15062
401,14976
402,14995
403,6112
404,11678
405,8449
406,14885
406,11920
407,14731
408,14244
409,15030
410,14557
411,14790
412,3370
413,14982
414,9945
415,14407
416,4754
417,10267
418,7512
419,6269
419,11715
419,15391
420,14515
421,14908
422,14962
423,543
424,14307
425,12976
426,14690
427,13362
428,6338
429,14320
429,15142
430,14149
431,14894
432,14824
433,15039
434,13331
435,14739
436,13850
437,14525
438,14794
439,10720
440,13154
441,8309
442,15086
443,15096
444,12720
445,14879
446,14392
447,3412
448,12335
449,14820
450,12128
451,13833
452,5471
453,14999
454,15082
454,14219
455,13357
456,14941
457,8573
458,14712
459,10904
460,11394
461,13732
462,14115
463,13205
464,15093
465,14992
466,14446
467,12421
468,12671
469,14966
470,11715
471,6694
472,14342
473,13611
474,12403
475,14962
476,14971
477,15036
478,11144
479,9566
480,3234
481,15085
482,8222
483,13484
484,15090
485,14996
486,10973
487,13496
488,5547
489,15020
490,13149
491,11691
492,14564
493,1037
494,14117
495,9232
495,15196
496,13893
497,15039
498,8706
499,14747
500,15065
501,14976
502,14057
503,14534
504,12709
505,12267
506,13561
507,14494
508,1778
509,14020
510,12767
511,559
512,14527
513,11231
514,14831
515,1855
516,9593
517,13584
518,15063
519,14744
520,14347
521,11473
522,9222
523,14724
524,12495
525,14034
526,15073
527,14824
528,14748
529,9552
530,15031
531,12113
532,12579
533,14525
534,12163
534,15246
535,14717
536,14535
537,15033
538,15074
539,13479
540,9098
541,14582
541,15347
542,15070
544,14778
545,14777
546,14838
547,12895
548,14504
549,11166
550,14958
551,15095
552,14097
553,12910
554,14881
555,14296
556,15004
557,13703
558,14870
558,15276
558,13017
560,15060
561,14532
562,4405
563,14901
564,10988
564,14488
565,14355
566,3951
567,10475
568,14532
569,12034
570,14421
571,14596
572,13588
573,4377
574,14258
575,15077
576,14738
577,11502
578,13050
579,11195
580,13884
581,14945
582,4177
583,14958
584,12721
585,14920
586,13504
587,15038
588,14115
589,3663
590,9835
590,15237
591,10912
592,13755
593,14992
594,14334
595,14219
596,10324
596,12202
597,14918
598,14682
599,14609
600,14786
601,10165
602,3017
603,10073
604,3730
605,15065
606,14780
607,14864
608,13768
609,14220
609,13473
610,15004
611,14441
612,8551
613,14892
614,15055
615,13117
616,14798
617,10905
618,2919
619,13756
620,7940
621,10096
622,15039
623,14696
624,9131
625,14965
626,12415
627,4582
628,12405
629,3262
630,14567
631,14414
632,14961
633,12197
634,2954
635,11942
636,14787
637,3863
638,11280
639,14560
640,14563
641,14501
642,2754
642,14946
643,15098
644,12053
645,14758
646,14630
647,14838
648,13061
649,10841
649,14181
649,14254
650,14396
651,13739
652,9125
653,10341
654,6460
655,14151
656,15089
657,14834
658,10522
659,7159
660,15088
661,14762
662,14995
663,14529
664,15064
665,1238
666,14292
666,15153
667,11540
668,14689
669,15098
670,14635
671,8673
672,14091
673,14823
673,12245
674,15050
675,14208
676,15044
677,15067
678,13687
678,13945
679,13999
680,14167
681,12517
682,15080
683,15101
684,14665
685,6806
686,14124
687,13666
688,14957
689,10747
690,13148
691,6946
692,14889
693,14378
694,15032
695,10690
696,14045
697,7442
698,10686
699,13870
700,13945
701,14761
702,6552
703,15101
704,14180
705,13162
706,14132
706,15252
707,8986
708,15039
709,11155
710,8179
711,15041
712,8742
712,15132
713,14316
713,13086
714,6423
715,14112
716,11294
717,11454
718,9411
719,14783
720,12887
721,2905
722,6780
722,14226
723,10943
724,9820
725,14283
726,14313
727,8467
728,15080
729,11949
730,14529
730,13849
731,1509
732,11445
733,3393
734,15005
735,12999
736,14618
736,13929
737,12589
738,14420
739,13324
740,14685
741,13977
741,15346
742,11062
743,14635
744,13846
745,15085
746,14573
747,1336
748,15039
749,14657
750,15082
751,13579
752,15074
753,11560
754,14424
755,13696
756,13134
757,14431
758,15066
759,6117
760,7675
761,13583
762,1917
763,11023
763,14016
764,12913
765,13925
766,13844
767,14976
768,8477
770,14942
771,15075
772,15039
773,15067
774,15067
775,13647
776,8883
777,14871
778,14972
779,15093
780,14959
781,13588
782,9668
783,13626
783,15289
784,14444
785,14309
786,10175
786,15154
787,14164
788,15051
788,14564
789,13709
790,14876
791,15087
792,9829
793,13775
794,13683
795,15063
796,14721
796,13385
797,14150
798,15024
799,15078
800,14308
801,14783
802,14477
803,15085
804,12367
804,13722
805,12645
806,12464
807,14488
808,14429
809,13453
810,2003
811,14159
812,14502
813,9730
814,10773
815,12723
816,14934
817,15027
818,15071
819,9956
819,14332
820,11878
821,12559
822,12954
823,14840
824,13104
825,15070
826,14711
827,9870
828,10938
829,13409
830,15058
831,5805
832,15001
833,4837
834,13019
835,15078
836,10316
837,15016
838,14903
839,14960
840,14907
841,15100
842,14771
843,14617
844,12952
845,13433
846,11328
847,12580
848,14766
849,14973
850,15035
851,14590
852,14319
853,9441
854,8927
855,9657
856,14969
857,15048
858,15089
859,14436
860,14900
861,14081
862,14667
863,11209
864,5667
865,14925
866,15101
867,15086
868,14738
869,15080
870,13860
871,14229
872,10319
873,14225
874,13776
875,15035
876,15084
877,8158
878,12929
879,14142
880,11878
881,14597
882,15009
883,14030
884,15060
885,14090
886,12836
887,14693
888,13711
889,14157
890,14088
891,9054
892,12477
893,15092
894,15055
895,8969
896,10139
897,7451
898,14684
899,15075
900,14446
901,8404
902,13311
903,14747
903,13537
904,13387
905,6933
906,10747
907,13604
908,9881
909,15089
910,11712
911,14425
912,13939
913,14618
914,15091
915,13156
916,13476
917,14612
918,9592
919,15056
920,13625
921,15084
922,14007
923,2379
924,11277
925,15085
926,14863
927,15101
928,9483
929,4221
930,5095
931,14678
932,4198
933,13204
934,12947
935,11783
936,14481
936,14351
937,12447
938,15091
939,8192
940,15008
941,13686
942,14973
943,14866
944,14834
944,15233
945,13098
946,14969
947,12956
948,7461
948,15320
949,14199
950,13296
951,14763
952,11704
953,4763
954,12653
955,12896
956,14598
957,14653
958,14591
959,14276
960,15077
961,11724
962,14756
963,15094
964,5329
965,15059
966,9319
967,14635
968,4322
969,9701
970,10529
971,11815
972,12242
973,15072
974,5818
975,15078
976,14840
977,13116
978,14938
979,14671
980,14994
981,13599
981,12894
982,12929
983,9691
984,11229
985,12590
986,15014
987,14078
988,6991
989,6248
990,11712
991,6102
992,14541
993,15032
993,15234
994,14655
995,15094
996,14712
997,14644
998,10763
999,7772
1000,13209
1000,12906
1001,14865
1002,13344
1003,15070
1004,9305
1005,14788
1006,14843
1007,12473
1008,12398
1009,12779
1010,12425
1011,15055
1012,14257
1013,15030
1014,4937
1015,14470
1016,15068
1017,14691
1018,14078
1019,15081
1020,14939
1021,14682
1022,13206
1023,14852
1024,15047
1025,11091
1026,14687
1026,13556
1027,12797
1027,14931
1028,12918
1028,11737
1029,15092
1029,12292
1030,13253
1030,12050
1031,11149
1031,1542
1032,15010
1032,14696
1033,14867
1033,15087
1034,14872
1034,14089
1035,14596
1035,10888
1036,8755
1036,5239
1037,15036
1038,5139
1038,15040
1039,13921
1039,12307
1040,7643
1040,11059
1041,10869
1041,13537
1041,13326
1042,13631
1042,13948
1043,14576
1043,14432
1043,15243
1044,13400
1044,15042
1045,14287
1045,5211
1046,14659
1046,12896
1047,14672
1047,14802
1048,13519
1048,14593
1049,14597
1049,7608
1050,14887
1050,15030
1051,14799
1052,12194
1052,9035
1052,12744
1053,14423
1053,12250
1054,10821
1054,14170
1055,13168
1055,15021
1056,15035
1056,5750
1057,11135
1057,14973
1058,15066
1058,14439
1058,15286
1059,15089
1059,6908
1060,14876
1060,6919
1061,14712
1061,15061
