Status,Node
Untreated chronic,0
Treated chronic,1
Treated chronic,2
Susceptible,3
Susceptible,4
Susceptible,5
Treated chronic,6
Untreated chronic,7
Susceptible,8
Treated chronic,9
Untreated chronic,10
Untreated chronic,11
Susceptible,12
Susceptible,13
Untreated chronic,14
Susceptible,15
Untreated chronic,16
Susceptible,17
Susceptible,18
Untreated chronic,19
Susceptible,20
Susceptible,21
Susceptible,22
Susceptible,23
Susceptible,24
Susceptible,25
Susceptible,26
Susceptible,27
Untreated chronic,28
Susceptible,29
Untreated chronic,30
Susceptible,31
Susceptible,32
Susceptible,33
Susceptible,34
Susceptible,35
Susceptible,36
Untreated chronic,37
Untreated chronic,38
Treated chronic,39
Untreated chronic,40
Susceptible,41
Susceptible,42
Susceptible,43
Susceptible,44
Susceptible,45
Susceptible,46
Untreated chronic,47
Susceptible,48
Untreated chronic,49
Susceptible,50
Treated chronic,51
Susceptible,52
Susceptible,53
Untreated chronic,54
Untreated chronic,55
Susceptible,56
Susceptible,57
Susceptible,58
Treated chronic,59
Untreated chronic,60
Susceptible,61
Susceptible,62
Susceptible,63
Susceptible,64
Susceptible,65
Susceptible,66
Untreated chronic,67
Susceptible,68
Treated chronic,69
Untreated chronic,70
Untreated chronic,71
Susceptible,72
Susceptible,73
Untreated chronic,74
Susceptible,75
Untreated chronic,76
Susceptible,77
Susceptible,78
Treated chronic,79
Untreated chronic,80
Susceptible,81
Susceptible,82
Susceptible,83
Susceptible,84
Untreated chronic,85
Susceptible,86
Untreated chronic,87
Untreated chronic,88
Susceptible,89
Susceptible,90
Susceptible,91
Susceptible,92
Susceptible,93
Susceptible,94
Untreated chronic,95
Susceptible,96
Susceptible,97
Susceptible,98
Treated chronic,99
Susceptible,100
Susceptible,101
Susceptible,102
Susceptible,103
Susceptible,104
Susceptible,105
Susceptible,106
Treated chronic,107
Treated chronic,108
Susceptible,109
Susceptible,110
Untreated chronic,111
Susceptible,112
Untreated chronic,113
Susceptible,114
Susceptible,115
Treated chronic,116
Susceptible,117
Susceptible,118
Susceptible,119
Susceptible,120
Untreated chronic,121
Susceptible,122
Susceptible,123
Susceptible,124
Untreated chronic,125
Susceptible,126
Treated chronic,127
Susceptible,128
Susceptible,129
Susceptible,130
Treated chronic,131
Susceptible,132
Susceptible,133
Untreated chronic,134
Untreated chronic,135
Treated acute,136
Untreated chronic,137
Treated chronic,138
Untreated chronic,139
Susceptible,140
Susceptible,141
Treated chronic,142
Treated chronic,143
Untreated chronic,144
Untreated chronic,145
Untreated chronic,146
Susceptible,147
Susceptible,148
Susceptible,149
Untreated chronic,150
Susceptible,151
Susceptible,152
Susceptible,153
Treated chronic,154
Susceptible,155
Untreated chronic,156
Susceptible,157
Susceptible,158
Susceptible,159
Treated chronic,160
Susceptible,161
Susceptible,162
Untreated chronic,163
Susceptible,164
Treated chronic,165
Treated chronic,166
Susceptible,167
Susceptible,168
Susceptible,169
Susceptible,170
Susceptible,171
Susceptible,172
Untreated chronic,173
Susceptible,174
Untreated chronic,175
Susceptible,176
Susceptible,177
Untreated chronic,178
Susceptible,179
Susceptible,180
Susceptible,181
Susceptible,182
Susceptible,183
Susceptible,184
Treated chronic,185
Susceptible,186
Susceptible,187
Susceptible,188
Susceptible,189
Untreated chronic,190
Susceptible,191
Susceptible,192
Susceptible,193
Susceptible,194
Susceptible,195
Susceptible,196
Treated chronic,197
Susceptible,198
Susceptible,199
Treated chronic,200
Treated chronic,201
Susceptible,202
Susceptible,203
Untreated chronic,204
Susceptible,205
Susceptible,206
Susceptible,207
Treated chronic,208
Susceptible,209
Susceptible,210
Treated chronic,211
Susceptible,212
Susceptible,213
Susceptible,214
Susceptible,215
Susceptible,216
Untreated chronic,217
Susceptible,218
Susceptible,219
Susceptible,220
Untreated chronic,221
Susceptible,222
Treated chronic,223
Susceptible,224
Untreated chronic,225
Untreated chronic,226
Treated chronic,227
Susceptible,228
Susceptible,229
Susceptible,230
Susceptible,231
Susceptible,232
Treated chronic,233
Susceptible,234
Susceptible,235
Susceptible,236
Susceptible,237
Susceptible,238
Treated chronic,239
Susceptible,240
Susceptible,241
Susceptible,242
Susceptible,243
Susceptible,244
Untreated chronic,245
Susceptible,246
Susceptible,247
Treated chronic,248
Susceptible,249
Susceptible,250
Untreated chronic,251
Susceptible,252
Treated chronic,253
Susceptible,254
Treated chronic,255
Susceptible,256
Treated chronic,257
Untreated chronic,258
Untreated chronic,259
Susceptible,260
Susceptible,261
Untreated chronic,262
Treated chronic,263
Treated chronic,264
Susceptible,265
Susceptible,266
Susceptible,267
Susceptible,268
Susceptible,269
Susceptible,270
