Status,Node
Treated chronic,0
Susceptible,1
Susceptible,2
Susceptible,3
Susceptible,4
Treated chronic,5
Susceptible,6
Treated chronic,7
Susceptible,8
Susceptible,9
Susceptible,10
Susceptible,11
Susceptible,12
Susceptible,13
Susceptible,14
Susceptible,15
Treated chronic,16
Untreated chronic,17
Susceptible,18
Susceptible,19
Untreated chronic,20
Treated chronic,21
Susceptible,22
Susceptible,23
Untreated chronic,24
Treated chronic,25
Susceptible,26
Susceptible,27
Susceptible,28
Susceptible,29
Susceptible,30
Untreated chronic,31
Untreated chronic,32
Susceptible,33
Susceptible,34
Susceptible,35
Treated chronic,36
Treated chronic,37
Susceptible,38
Susceptible,39
Treated chronic,40
Untreated chronic,41
Susceptible,42
Untreated chronic,43
Susceptible,44
Susceptible,45
Susceptible,46
Susceptible,47
Susceptible,48
Susceptible,49
Susceptible,50
Susceptible,51
Susceptible,52
Treated chronic,53
Untreated chronic,54
Untreated chronic,55
Susceptible,56
Susceptible,57
Susceptible,58
Treated chronic,59
Susceptible,60
Susceptible,61
Treated chronic,62
Susceptible,63
Susceptible,64
Susceptible,65
Susceptible,66
Susceptible,67
Susceptible,68
Susceptible,69
Untreated chronic,70
Susceptible,71
Susceptible,72
Susceptible,73
Susceptible,74
Susceptible,75
Susceptible,76
Susceptible,77
Susceptible,78
Susceptible,79
Untreated chronic,80
Susceptible,81
Susceptible,82
Susceptible,83
Susceptible,84
Treated chronic,85
Untreated chronic,86
Susceptible,87
Treated chronic,88
Susceptible,89
Treated chronic,90
Susceptible,91
Treated chronic,92
Susceptible,93
Susceptible,94
Untreated chronic,95
Untreated chronic,96
Treated chronic,97
Susceptible,98
Susceptible,99
Susceptible,100
Treated chronic,101
Susceptible,102
Untreated chronic,103
Untreated chronic,104
Susceptible,105
Untreated chronic,106
Susceptible,107
Susceptible,108
Susceptible,109
Untreated chronic,110
Susceptible,111
Susceptible,112
Untreated chronic,113
Susceptible,114
Susceptible,115
Treated chronic,116
Treated chronic,117
Susceptible,118
Susceptible,119
Untreated chronic,120
Treated chronic,121
Susceptible,122
Treated chronic,123
Susceptible,124
Treated chronic,125
Untreated chronic,126
Susceptible,127
Treated chronic,128
Susceptible,129
Treated chronic,130
Untreated chronic,131
Susceptible,132
Susceptible,133
Susceptible,134
Susceptible,135
Susceptible,136
Susceptible,137
Susceptible,138
Susceptible,139
Treated chronic,140
Susceptible,141
Susceptible,142
Untreated chronic,143
Susceptible,144
Untreated chronic,145
Susceptible,146
Susceptible,147
Treated chronic,148
Susceptible,149
Susceptible,150
Susceptible,151
Susceptible,152
Susceptible,153
Susceptible,154
Untreated chronic,155
Susceptible,156
Susceptible,157
Susceptible,158
Susceptible,159
Susceptible,160
Susceptible,161
Susceptible,162
Susceptible,163
Susceptible,164
Treated chronic,165
Untreated chronic,166
Susceptible,167
Susceptible,168
Treated chronic,169
Susceptible,170
Untreated chronic,171
Untreated chronic,172
Susceptible,173
Susceptible,174
Susceptible,175
Susceptible,176
Untreated chronic,177
Susceptible,178
Susceptible,179
Treated chronic,180
Susceptible,181
Treated chronic,182
Untreated chronic,183
Susceptible,184
Untreated chronic,185
Treated chronic,186
Untreated chronic,187
Susceptible,188
Treated chronic,189
Susceptible,190
Susceptible,191
Susceptible,192
Treated chronic,193
Treated chronic,194
Susceptible,195
Untreated chronic,196
Susceptible,197
Susceptible,198
Susceptible,199
Susceptible,200
Susceptible,201
Susceptible,202
Susceptible,203
Susceptible,204
Untreated chronic,205
Susceptible,206
Susceptible,207
Susceptible,208
Untreated chronic,209
Treated chronic,210
Susceptible,211
Untreated chronic,212
Susceptible,213
Susceptible,214
Treated chronic,215
Susceptible,216
Susceptible,217
Untreated chronic,218
Susceptible,219
Susceptible,220
Treated chronic,221
Susceptible,222
Untreated chronic,223
Susceptible,224
Untreated chronic,225
Susceptible,226
Susceptible,227
Untreated chronic,228
Treated chronic,229
Susceptible,230
Susceptible,231
Untreated chronic,232
Susceptible,233
Treated chronic,234
Treated chronic,235
Susceptible,236
Treated chronic,237
Untreated chronic,238
Treated chronic,239
Susceptible,240
Susceptible,241
Susceptible,242
Susceptible,243
Susceptible,244
Untreated chronic,245
Treated chronic,246
Susceptible,247
Treated chronic,248
Susceptible,249
Susceptible,250
Susceptible,251
Untreated chronic,252
Untreated chronic,253
Susceptible,254
Susceptible,255
Susceptible,256
Susceptible,257
Susceptible,258
Susceptible,259
Susceptible,260
Untreated chronic,261
Susceptible,262
Susceptible,263
Susceptible,264
Susceptible,265
Treated chronic,266
Susceptible,267
Susceptible,268
Untreated chronic,269
Untreated chronic,270
Susceptible,271
Susceptible,272
Susceptible,273
Susceptible,274
Untreated chronic,275
Susceptible,276
Susceptible,277
Untreated chronic,278
Susceptible,279
Treated chronic,280
Untreated chronic,281
Treated chronic,282
Susceptible,283
Susceptible,284
Susceptible,285
Treated chronic,286
Susceptible,287
Susceptible,288
Susceptible,289
Susceptible,290
Susceptible,291
Untreated chronic,292
Susceptible,293
Susceptible,294
Susceptible,295
