Status,Node
Susceptible,0
Susceptible,1
Susceptible,2
Susceptible,3
Untreated chronic,4
Susceptible,5
Susceptible,6
Treated chronic,7
Susceptible,8
Susceptible,9
Treated chronic,10
Untreated chronic,11
Susceptible,12
Susceptible,13
Untreated chronic,14
Susceptible,15
Treated chronic,16
Susceptible,17
Untreated acute,18
Untreated chronic,19
Susceptible,20
Susceptible,21
Susceptible,22
Treated chronic,23
Susceptible,24
Susceptible,25
Susceptible,26
Susceptible,27
Susceptible,28
Untreated chronic,29
Untreated chronic,30
Susceptible,31
Treated chronic,32
Treated chronic,33
Susceptible,34
Susceptible,35
Treated chronic,36
Untreated chronic,37
Susceptible,38
Treated chronic,39
Treated chronic,40
Susceptible,41
Susceptible,42
Susceptible,43
Susceptible,44
Treated chronic,45
Susceptible,46
Untreated chronic,47
Treated chronic,48
Susceptible,49
Susceptible,50
Susceptible,51
Treated chronic,52
Susceptible,53
Susceptible,54
Untreated chronic,55
Treated chronic,56
Susceptible,57
Susceptible,58
Susceptible,59
Susceptible,60
Susceptible,61
Susceptible,62
Treated chronic,63
Susceptible,64
Susceptible,65
Susceptible,66
Untreated chronic,67
Treated chronic,68
Susceptible,69
Untreated chronic,70
Susceptible,71
Treated chronic,72
Susceptible,73
Susceptible,74
Susceptible,75
Susceptible,76
Susceptible,77
Untreated chronic,78
Treated chronic,79
Susceptible,80
Susceptible,81
Susceptible,82
Susceptible,83
Untreated chronic,84
Susceptible,85
Treated chronic,86
Susceptible,87
Susceptible,88
Susceptible,89
Susceptible,90
Susceptible,91
Susceptible,92
Treated chronic,93
Treated chronic,94
Susceptible,95
Susceptible,96
Treated chronic,97
Treated chronic,98
Susceptible,99
Susceptible,100
Susceptible,101
Treated chronic,102
Susceptible,103
Susceptible,104
Treated chronic,105
Untreated chronic,106
Susceptible,107
Untreated chronic,108
Untreated chronic,109
Untreated chronic,110
Susceptible,111
Treated chronic,112
Susceptible,113
Susceptible,114
Susceptible,115
Susceptible,116
Susceptible,117
Susceptible,118
Susceptible,119
Treated chronic,120
Susceptible,121
Susceptible,122
Untreated chronic,123
Susceptible,124
Treated chronic,125
Susceptible,126
Susceptible,127
Untreated chronic,128
Susceptible,129
Treated chronic,130
Susceptible,131
Treated chronic,132
Susceptible,133
Susceptible,134
Untreated chronic,135
Susceptible,136
Susceptible,137
Susceptible,138
Susceptible,139
Untreated chronic,140
Susceptible,141
Susceptible,142
Treated chronic,143
Untreated chronic,144
Susceptible,145
Susceptible,146
Susceptible,147
Treated chronic,148
Susceptible,149
Untreated chronic,150
Untreated chronic,151
Treated chronic,152
Untreated chronic,153
Susceptible,154
Susceptible,155
Susceptible,156
Susceptible,157
Susceptible,158
Susceptible,159
Susceptible,160
Susceptible,161
Untreated chronic,162
Untreated acute,163
Susceptible,164
Susceptible,165
Susceptible,166
Untreated chronic,167
Susceptible,168
Susceptible,169
Susceptible,170
Susceptible,171
Susceptible,172
Susceptible,173
Susceptible,174
Susceptible,175
Treated chronic,176
Susceptible,177
Susceptible,178
Susceptible,179
Susceptible,180
Susceptible,181
Susceptible,182
Susceptible,183
Susceptible,184
Treated chronic,185
Susceptible,186
Susceptible,187
Susceptible,188
Treated chronic,189
Susceptible,190
Susceptible,191
Susceptible,192
Susceptible,193
Untreated chronic,194
Susceptible,195
Untreated chronic,196
Susceptible,197
Susceptible,198
Susceptible,199
Untreated chronic,200
Treated chronic,201
Susceptible,202
Susceptible,203
Treated chronic,204
Susceptible,205
Susceptible,206
Susceptible,207
Susceptible,208
Susceptible,209
Untreated chronic,210
Susceptible,211
Susceptible,212
Untreated chronic,213
Treated chronic,214
Treated chronic,215
Untreated chronic,216
Susceptible,217
Susceptible,218
Untreated chronic,219
Untreated chronic,220
Susceptible,221
Susceptible,222
Susceptible,223
Susceptible,224
Susceptible,225
Susceptible,226
Susceptible,227
Susceptible,228
Susceptible,229
Untreated chronic,230
Untreated chronic,231
Susceptible,232
Susceptible,233
Treated chronic,234
Treated chronic,235
Susceptible,236
Susceptible,237
Treated chronic,238
Susceptible,239
Susceptible,240
Susceptible,241
Untreated chronic,242
Susceptible,243
Susceptible,244
Susceptible,245
Untreated chronic,246
Untreated chronic,247
Susceptible,248
Treated chronic,249
Susceptible,250
Susceptible,251
Treated chronic,252
Untreated chronic,253
Susceptible,254
Untreated chronic,255
Susceptible,256
Susceptible,257
Treated chronic,258
Susceptible,259
Susceptible,260
Untreated chronic,261
Susceptible,262
Treated chronic,263
Treated chronic,264
Susceptible,265
Susceptible,266
Susceptible,267
Susceptible,268
Susceptible,269
Susceptible,270
Susceptible,271
Treated chronic,272
Treated chronic,273
Susceptible,274
Susceptible,275
Susceptible,276
Untreated chronic,277
Susceptible,278
Susceptible,279
Susceptible,280
Susceptible,281
Treated chronic,282
Untreated chronic,283
Susceptible,284
Susceptible,285
Untreated chronic,286
Susceptible,287
Untreated chronic,288
Susceptible,289
Susceptible,290
Susceptible,291
Treated chronic,292
Susceptible,293
Treated chronic,294
Susceptible,295
Susceptible,296
Susceptible,297
Untreated chronic,298
Untreated chronic,299
Treated chronic,300
Susceptible,301
Susceptible,302
Susceptible,303
Susceptible,304
Susceptible,305
Susceptible,306
Treated chronic,307
Susceptible,308
Susceptible,309
Treated chronic,310
Treated chronic,311
Treated chronic,312
Susceptible,313
Treated chronic,314
Susceptible,315
Untreated chronic,316
Susceptible,317
Susceptible,318
Treated chronic,319
Susceptible,320
Susceptible,321
Susceptible,322
Untreated chronic,323
Susceptible,324
Susceptible,325
Susceptible,326
Susceptible,327
Untreated chronic,328
Susceptible,329
Susceptible,330
Susceptible,331
Susceptible,332
Treated chronic,333
Susceptible,334
Untreated chronic,335
Susceptible,336
Susceptible,337
Untreated chronic,338
Susceptible,339
Untreated chronic,340
Susceptible,341
Untreated chronic,342
Susceptible,343
Susceptible,344
Susceptible,345
Susceptible,346
Untreated chronic,347
Treated chronic,348
Susceptible,349
Susceptible,350
Susceptible,351
Treated chronic,352
Treated chronic,353
Susceptible,354
Untreated chronic,355
Treated chronic,356
Treated chronic,357
Untreated chronic,358
Susceptible,359
Treated chronic,360
Treated chronic,361
Susceptible,362
Susceptible,363
Susceptible,364
Susceptible,365
Susceptible,366
Susceptible,367
Untreated chronic,368
Untreated chronic,369
Susceptible,370
Susceptible,371
Untreated chronic,372
Susceptible,373
Untreated chronic,374
Untreated chronic,375
Treated chronic,376
Susceptible,377
Treated chronic,378
Susceptible,379
Susceptible,380
Treated chronic,381
Treated chronic,382
Susceptible,383
Susceptible,384
Susceptible,385
Susceptible,386
Untreated chronic,387
Susceptible,388
Susceptible,389
Susceptible,390
Susceptible,391
Treated chronic,392
Susceptible,393
Untreated chronic,394
Susceptible,395
Susceptible,396
