Status,Node
Untreated chronic,0
Untreated chronic,1
Susceptible,2
Susceptible,3
Untreated chronic,4
Untreated chronic,5
Treated chronic,6
Susceptible,7
Susceptible,8
Susceptible,9
Treated chronic,10
Susceptible,11
Treated chronic,12
Untreated chronic,13
Treated chronic,14
Susceptible,15
Susceptible,16
Untreated chronic,17
Susceptible,18
Susceptible,19
Untreated chronic,20
Susceptible,21
Untreated chronic,22
Untreated chronic,23
Susceptible,24
Susceptible,25
Susceptible,26
Susceptible,27
Susceptible,28
Susceptible,29
Susceptible,30
Susceptible,31
Susceptible,32
Susceptible,33
Susceptible,34
Susceptible,35
Susceptible,36
Susceptible,37
Susceptible,38
Untreated chronic,39
Untreated chronic,40
Susceptible,41
Susceptible,42
Treated chronic,43
Treated chronic,44
Untreated chronic,45
Susceptible,46
Susceptible,47
Susceptible,48
Susceptible,49
Susceptible,50
Treated chronic,51
Susceptible,52
Treated chronic,53
Susceptible,54
Susceptible,55
Untreated chronic,56
Untreated chronic,57
Susceptible,58
Untreated chronic,59
Treated chronic,60
Susceptible,61
Untreated chronic,62
Susceptible,63
Treated chronic,64
Susceptible,65
Susceptible,66
Untreated chronic,67
Susceptible,68
Susceptible,69
Susceptible,70
Treated chronic,71
Susceptible,72
Susceptible,73
Treated chronic,74
Susceptible,75
Untreated chronic,76
Susceptible,77
Susceptible,78
Susceptible,79
Susceptible,80
Susceptible,81
Susceptible,82
Susceptible,83
Treated chronic,84
Susceptible,85
Untreated chronic,86
Treated chronic,87
Susceptible,88
Susceptible,89
Susceptible,90
Susceptible,91
Susceptible,92
Susceptible,93
Susceptible,94
Untreated chronic,95
Untreated chronic,96
Susceptible,97
Treated chronic,98
Treated chronic,99
Susceptible,100
Susceptible,101
Treated chronic,102
Untreated chronic,103
Susceptible,104
Susceptible,105
Untreated chronic,106
Susceptible,107
Untreated chronic,108
Susceptible,109
Untreated chronic,110
Susceptible,111
Susceptible,112
Susceptible,113
Susceptible,114
Susceptible,115
Susceptible,116
Susceptible,117
Susceptible,118
Susceptible,119
Susceptible,120
Untreated chronic,121
Susceptible,122
Untreated chronic,123
Susceptible,124
Susceptible,125
Susceptible,126
Susceptible,127
Susceptible,128
Susceptible,129
Susceptible,130
Untreated chronic,131
Untreated acute,132
Susceptible,133
Susceptible,134
Susceptible,135
Susceptible,136
Treated chronic,137
Susceptible,138
Susceptible,139
Untreated chronic,140
Susceptible,141
Susceptible,142
Susceptible,143
Susceptible,144
Susceptible,145
Treated chronic,146
Susceptible,147
Susceptible,148
Untreated chronic,149
Susceptible,150
Susceptible,151
Untreated chronic,152
Susceptible,153
Susceptible,154
Treated chronic,155
Susceptible,156
Susceptible,157
Susceptible,158
Susceptible,159
Susceptible,160
Treated chronic,161
Susceptible,162
Susceptible,163
Susceptible,164
Susceptible,165
Treated chronic,166
Susceptible,167
Susceptible,168
Treated chronic,169
Untreated chronic,170
Susceptible,171
Untreated chronic,172
Susceptible,173
Susceptible,174
Susceptible,175
Untreated chronic,176
Susceptible,177
Susceptible,178
Susceptible,179
