Status,Node
Susceptible,0
Susceptible,1
Susceptible,2
Untreated chronic,3
Treated chronic,4
Susceptible,5
Untreated chronic,6
Untreated chronic,7
Treated chronic,8
Untreated chronic,9
Susceptible,10
Susceptible,11
Susceptible,12
Susceptible,13
Susceptible,14
Treated chronic,15
Treated chronic,16
Susceptible,17
Susceptible,18
Untreated chronic,19
Treated chronic,20
Susceptible,21
Susceptible,22
Susceptible,23
Untreated chronic,24
Treated chronic,25
Susceptible,26
Susceptible,27
Susceptible,28
Treated chronic,29
Treated chronic,30
Susceptible,31
Susceptible,32
Susceptible,33
Untreated chronic,34
Susceptible,35
Susceptible,36
Untreated chronic,37
Susceptible,38
Susceptible,39
Treated chronic,40
Treated chronic,41
Susceptible,42
Susceptible,43
Treated chronic,44
Susceptible,45
Treated chronic,46
Treated chronic,47
Treated chronic,48
Treated chronic,49
Susceptible,50
Susceptible,51
Treated chronic,52
Susceptible,53
Susceptible,54
Untreated chronic,55
Susceptible,56
Susceptible,57
Susceptible,58
Susceptible,59
Susceptible,60
Susceptible,61
Susceptible,62
Untreated chronic,63
Untreated chronic,64
Susceptible,65
Treated chronic,66
Susceptible,67
Susceptible,68
Susceptible,69
Treated chronic,70
Susceptible,71
Susceptible,72
Susceptible,73
Treated chronic,74
Untreated chronic,75
Untreated chronic,76
Untreated acute,77
Susceptible,78
Untreated chronic,79
Susceptible,80
Untreated chronic,81
Susceptible,82
Susceptible,83
Susceptible,84
Susceptible,85
Susceptible,86
Susceptible,87
Untreated chronic,88
Susceptible,89
Susceptible,90
Treated chronic,91
Susceptible,92
Susceptible,93
Untreated chronic,94
Susceptible,95
Susceptible,96
Susceptible,97
Treated chronic,98
Susceptible,99
Susceptible,100
Untreated chronic,101
Susceptible,102
Susceptible,103
Susceptible,104
Treated chronic,105
Treated chronic,106
Susceptible,107
Treated acute,108
Susceptible,109
Susceptible,110
Susceptible,111
Susceptible,112
Treated chronic,113
Susceptible,114
Susceptible,115
Untreated chronic,116
Susceptible,117
Untreated chronic,118
Susceptible,119
Susceptible,120
Susceptible,121
Susceptible,122
Treated chronic,123
Susceptible,124
Susceptible,125
Susceptible,126
Susceptible,127
Susceptible,128
Susceptible,129
Treated chronic,130
Untreated chronic,131
Treated chronic,132
Untreated chronic,133
Susceptible,134
Untreated chronic,135
Susceptible,136
Treated chronic,137
Susceptible,138
Treated chronic,139
Susceptible,140
Susceptible,141
Untreated chronic,142
Treated chronic,143
Untreated chronic,144
Susceptible,145
Untreated chronic,146
Susceptible,147
Untreated chronic,148
Susceptible,149
Treated chronic,150
Susceptible,151
Susceptible,152
Untreated chronic,153
Susceptible,154
Susceptible,155
Susceptible,156
Susceptible,157
Susceptible,158
Susceptible,159
Susceptible,160
Susceptible,161
Susceptible,162
Susceptible,163
Untreated chronic,164
Susceptible,165
Untreated chronic,166
Treated chronic,167
Untreated chronic,168
Treated chronic,169
Susceptible,170
Susceptible,171
Untreated chronic,172
Susceptible,173
Susceptible,174
Susceptible,175
Susceptible,176
Susceptible,177
Susceptible,178
Treated chronic,179
Susceptible,180
Untreated chronic,181
Untreated chronic,182
Susceptible,183
Treated chronic,184
Susceptible,185
Treated chronic,186
Susceptible,187
Susceptible,188
Susceptible,189
Susceptible,190
Susceptible,191
Susceptible,192
Susceptible,193
Susceptible,194
Untreated chronic,195
Treated chronic,196
Untreated chronic,197
Susceptible,198
Treated chronic,199
Susceptible,200
Treated chronic,201
Untreated chronic,202
Susceptible,203
Treated chronic,204
Untreated chronic,205
Susceptible,206
Susceptible,207
Susceptible,208
Susceptible,209
Susceptible,210
Susceptible,211
Treated chronic,212
Treated chronic,213
Treated chronic,214
Untreated chronic,215
Susceptible,216
Susceptible,217
Treated chronic,218
Susceptible,219
Untreated chronic,220
Untreated chronic,221
Untreated chronic,222
Susceptible,223
Susceptible,224
Susceptible,225
Susceptible,226
Susceptible,227
Untreated chronic,228
Susceptible,229
Susceptible,230
Susceptible,231
Untreated chronic,232
Susceptible,233
Susceptible,234
Untreated chronic,235
Susceptible,236
Susceptible,237
Susceptible,238
Treated chronic,239
Treated chronic,240
Susceptible,241
Untreated chronic,242
Susceptible,243
Untreated chronic,244
Untreated chronic,245
Susceptible,246
Susceptible,247
Susceptible,248
Susceptible,249
Susceptible,250
Susceptible,251
Susceptible,252
Susceptible,253
Susceptible,254
Susceptible,255
Susceptible,256
Untreated chronic,257
Susceptible,258
Susceptible,259
Susceptible,260
Susceptible,261
Susceptible,262
Susceptible,263
Susceptible,264
Susceptible,265
Susceptible,266
Susceptible,267
Treated chronic,268
Untreated chronic,269
Susceptible,270
Susceptible,271
Treated chronic,272
Untreated chronic,273
Untreated chronic,274
Susceptible,275
Susceptible,276
Susceptible,277
Untreated chronic,278
Susceptible,279
Treated chronic,280
Susceptible,281
Susceptible,282
Susceptible,283
Untreated chronic,284
Susceptible,285
Susceptible,286
Susceptible,287
Susceptible,288
Susceptible,289
Untreated chronic,290
Untreated chronic,291
Untreated chronic,292
Susceptible,293
Untreated chronic,294
Susceptible,295
Susceptible,296
Treated chronic,297
Susceptible,298
Treated chronic,299
Susceptible,300
Treated chronic,301
Susceptible,302
Susceptible,303
Untreated chronic,304
Treated chronic,305
Treated chronic,306
Susceptible,307
Treated chronic,308
Susceptible,309
Susceptible,310
Susceptible,311
Treated chronic,312
Susceptible,313
Susceptible,314
Susceptible,315
Susceptible,316
Susceptible,317
Susceptible,318
Susceptible,319
Susceptible,320
Susceptible,321
Untreated chronic,322
Treated chronic,323
Treated chronic,324
Susceptible,325
Susceptible,326
Susceptible,327
Susceptible,328
Susceptible,329
Susceptible,330
Untreated chronic,331
Susceptible,332
Susceptible,333
Susceptible,334
Treated chronic,335
Treated chronic,336
Treated chronic,337
Susceptible,338
Susceptible,339
Treated chronic,340
Susceptible,341
Untreated chronic,342
Susceptible,343
Susceptible,344
Susceptible,345
Susceptible,346
Susceptible,347
Untreated chronic,348
Treated chronic,349
Untreated chronic,350
Treated chronic,351
Treated chronic,352
Susceptible,353
Untreated chronic,354
Susceptible,355
Treated chronic,356
Susceptible,357
Susceptible,358
Susceptible,359
Untreated chronic,360
Treated chronic,361
Susceptible,362
Untreated chronic,363
Untreated chronic,364
Untreated chronic,365
Susceptible,366
Untreated chronic,367
Susceptible,368
Treated chronic,369
Susceptible,370
Susceptible,371
Susceptible,372
Treated chronic,373
Susceptible,374
Susceptible,375
Untreated chronic,376
Untreated acute,377
Susceptible,378
Treated chronic,379
Susceptible,380
Susceptible,381
Treated chronic,382
Susceptible,383
Susceptible,384
Susceptible,385
Susceptible,386
Susceptible,387
Treated chronic,388
Susceptible,389
Susceptible,390
Susceptible,391
Susceptible,392
Treated chronic,393
Susceptible,394
Susceptible,395
