ID1,ID2,Distance
N9517|7548|2.043848,N9518|4669|17.811591,0.013374
N8712|11171|0.374892,N8725|4763|0.650126,0.0142157
N8712|11171|0.374892,N8707|10606|2.896004,0.00749605
N8712|11171|0.374892,N8710|4216|5.935557,0.00664965
N8712|11171|0.374892,N8726|9383|0.382066,0.0100121
N9517|7548|2.043848,N9516|11516|1.777754,0.005813
N9517|7548|2.043848,N9522|8896|1.674941,0.0116837
N9517|7548|2.043848,N9525|15170|0.99067,0.0116875
N11426|5922|3.992389,N11428|9116|0.307896,0.0142656
N9517|7548|2.043848,N9520|1508|0.077634,0.00749417
N9517|7548|2.043848,N9523|3480|3.374004,0.0125314
N9517|7548|2.043848,N9521|12625|1.657892,0.00917154
N9517|7548|2.043848,N9519|10444|0.889366,0.0049903
N11301|7206|0.869439,N11369|13683|0.411352,0.012567
N11301|7206|0.869439,N11332|11248|0.886705,0.0134108
N11301|7206|0.869439,N11372|4602|4.426529,0.0117305
N11301|7206|0.869439,N11299|7247|0.554973,0.0100265
N11301|7206|0.869439,N11311|11971|0.440607,0.0117297
N11301|7206|0.869439,N11335|7280|0.655685,0.0125587
N11301|7206|0.869439,N11293|13672|0.849426,0.0125542
N11301|7206|0.869439,N11320|4217|4.306077,0.0142431
N11301|7206|0.869439,N11375|8672|0.340691,0.00833721
N11301|7206|0.869439,N11297|11593|1.09124,0.0066621
N11301|7206|0.869439,N11325|6934|0.982769,0.013407
N11301|7206|0.869439,N11294|7742|2.924409,0.0117041
N11301|7206|0.869439,N11319|3986|1.018011,0.0125456
N12863|14074|1.319611,N12862|3232|0.041777,0.00748374
N12863|14074|1.319611,N12899|4080|0.200525,0.0142266
N12863|14074|1.319611,N12870|13797|1.044487,0.00665313
N12863|14074|1.319611,N12900|2354|0.399388,0.013385
N12863|14074|1.319611,N12875|1518|1.804478,0.0133812
N12863|14074|1.319611,N12941|13429|0.296667,0.0133813
N12863|14074|1.319611,N12876|1640|0.85265,0.0125399
N11211|9263|0.302736,N11275|5151|1.48568,0.0142523
N11211|9263|0.302736,N11214|12981|1.433552,0.0134712
N11211|9263|0.302736,N11240|10117|0.068307,0.0142474
N11211|9263|0.302736,N11245|2053|1.330819,0.0142383
N11211|9263|0.302736,N11236|1559|1.112,0.0125698
N11211|9263|0.302736,N11252|12988|0.337568,0.0126082
N12079|2830|1.493371,N12083|7936|0.739091,0.00666924
N11211|9263|0.302736,N11241|14696|1.26371,0.0134139
N11211|9263|0.302736,N11239|10076|0.12379,0.0125544
N11211|9263|0.302736,N11209|12989|0.815921,0.0108964
N11211|9263|0.302736,N11271|14321|1.087665,0.0142523
N12079|2830|1.493371,N12085|12193|1.611284,0.0125696
N11211|9263|0.302736,N11235|1619|0.442897,0.0117164
N11211|9263|0.302736,N11219|12797|3.13685,0.012556
N12079|2830|1.493371,N12081|4638|4.302643,0.0066601
N11211|9263|0.302736,N11287|13204|0.378293,0.0134258
N12079|2830|1.493371,N12082|4759|1.816152,0.0100289
N12079|2830|1.493371,N12080|11449|4.613737,0.00833766
N12079|2830|1.493371,N12084|8687|0.311184,0.0091819
N12079|2830|1.493371,N12087|11526|1.354061,0.0125681
N12079|2830|1.493371,N12089|11081|1.118286,0.0134239
N7332|1748|1.551056,N7337|7229|0.721651,0.0100181
N7332|1748|1.551056,N7325|14385|0.235666,0.0117013
N8971|13624|3.375102,N8966|5259|1.435113,0.0133827
N8971|13624|3.375102,N8969|1382|0.629243,0.00498814
N7332|1748|1.551056,N7330|14217|1.339786,0.0125484
N7332|1748|1.551056,N7333|11698|3.501241,0.00917706
N7332|1748|1.551056,N7334|8712|0.614701,0.00582008
N8971|13624|3.375102,N8968|12674|4.330421,0.00919489
N7332|1748|1.551056,N7335|13133|1.020917,0.0100293
N10862|10695|1.322309,N10860|13320|3.01027,0.0100085
N10862|10695|1.322309,N10671|13309|0.901115,0.0142645
N8971|13624|3.375102,N8970|7232|3.035923,0.00666053
N10862|10695|1.322309,N10859|15009|0.109842,0.00751417
N13060|11713|0.268502,N13064|3535|1.120243,0.0108689
N13060|11713|0.268502,N13066|13252|1.543207,0.0117086
N13060|11713|0.268502,N13061|8505|2.499515,0.0066606
N11466|13155|3.149462,N11463|6990|2.133577,0.0100208
N11466|13155|3.149462,N11465|3190|0.010333,0.00581997
N11466|13155|3.149462,N11464|10993|0.617228,0.00665883
N7537|10441|0.415267,N7536|12244|1.327353,0.00832491
N7537|10441|0.415267,N7535|10710|3.874554,0.00833617
N9718|4622|0.357697,N9719|7538|12.250141,0.0108449
N11805|3661|0.227404,N11795|2012|0.698797,0.00331761
N11805|3661|0.227404,N11794|7471|0.069234,0.00583967
N11805|3661|0.227404,N11816|6779|0.744792,0.00916503
N11805|3661|0.227404,N11804|7224|0.7127,0.00748683
N11805|3661|0.227404,N11815|4121|0.076887,0.00916503
N11805|3661|0.227404,N11808|2598|0.654975,0.00749564
N7328|13192|2.291476,N7324|3003|0.514585,0.0134044
N7328|13192|2.291476,N7332|1748|1.551056,0.0134044
N9806|15200|0.51812,N9807|4014|0.468246,0.0142513
N9806|15200|0.51812,N9811|1511|0.038169,0.0100271
N7328|13192|2.291476,N7325|14385|0.235666,0.0134044
N7328|13192|2.291476,N7330|14217|1.339786,0.0108833
N9806|15200|0.51812,N9823|4459|0.132039,0.0134026
N12229|6867|0.065332,N12231|12917|3.772381,0.00498169
N12229|6867|0.065332,N12232|4111|5.775876,0.00832472
N12229|6867|0.065332,N12207|1539|0.224371,0.0125459
N12229|6867|0.065332,N12228|5354|0.443136,0.00582031
N9965|1682|3.425292,N9966|12880|0.675886,0.0108793
N12229|6867|0.065332,N12221|11303|1.682899,0.0142821
N12229|6867|0.065332,N12227|4818|0.256808,0.00582748
N9965|1682|3.425292,N9952|7752|0.79213,0.0142838
N12229|6867|0.065332,N12217|4607|0.813559,0.0125549
N12229|6867|0.065332,N12205|6464|0.643587,0.0142248
N12229|6867|0.065332,N12233|7586|0.050232,0.0134077
N9965|1682|3.425292,N9964|3354|1.365688,0.0117052
N9965|1682|3.425292,N9967|4030|1.335546,0.00836121
N12231|12917|3.772381,N12232|4111|5.775876,0.00331763
N9772|6989|2.454552,N9790|1752|0.277099,0.0142337
N9772|6989|2.454552,N9780|8222|1.756575,0.0125383
N12231|12917|3.772381,N12228|5354|0.443136,0.0108452
N9772|6989|2.454552,N9784|4844|0.225676,0.0142335
N9772|6989|2.454552,N9794|1653|6.016882,0.0133851
N12231|12917|3.772381,N12227|4818|0.256808,0.0108539
N9772|6989|2.454552,N9787|9349|1.763076,0.0125431
N9772|6989|2.454552,N9783|8879|1.414575,0.0125537
N9772|6989|2.454552,N9773|9131|0.110516,0.000828672
N12232|4111|5.775876,N12228|5354|0.443136,0.0142218
N9772|6989|2.454552,N9793|11102|0.486663,0.0133939
