ID1,ID2,Distance
N10454|8726|0.640138,N10452|14222|0.243528,0.00576305
N10454|8726|0.640138,N10456|11422|1.260534,0.00910481
N10454|8726|0.640138,N10453|13198|1.356605,0.00577076
N10454|8726|0.640138,N10455|1718|2.202845,0.0115794
N8502|5733|0.095076,N8504|13974|0.181656,0.00328726
N8502|5733|0.095076,N8505|13714|4.523777,0.00576989
N8502|5733|0.095076,N8501|1677|1.956107,0.00246336
N8502|5733|0.095076,N8500|6963|3.955481,0.012423
N8502|5733|0.095076,N8497|13294|0.055494,0.00328829
N8502|5733|0.095076,N8499|13413|2.864542,0.00660382
N8502|5733|0.095076,N8498|9243|4.516038,0.011593
N7393|11642|1.752282,N7392|13880|6.93156,0.00742031
N10464|13988|1.161853,N10467|5651|0.445647,0.0074184
N7393|11642|1.752282,N7400|8113|1.062022,0.0115973
N7393|11642|1.752282,N7402|12291|0.27391,0.0124126
N7393|11642|1.752282,N7396|2190|0.733931,0.0115719
N10464|13988|1.161853,N10462|7016|3.943336,0.00908788
N7393|11642|1.752282,N7395|14488|1.191065,0.0115707
N7392|13880|6.93156,N7400|8113|1.062022,0.0140992
N7392|13880|6.93156,N7402|12291|0.27391,0.0149212
N7392|13880|6.93156,N7396|2190|0.733931,0.0140917
N10464|13988|1.161853,N10465|11142|1.076545,0.00493354
N10464|13988|1.161853,N10466|15309|5.081042,0.0082405
N7392|13880|6.93156,N7395|14488|1.191065,0.0140859
N9280|9805|0.099087,N9277|12317|0.727459,0.000820631
N12030|3177|4.939561,N12031|7943|0.527934,0.00825443
N10392|12205|1.632298,N10391|6393|6.268897,0.0041169
N10392|12205|1.632298,N10393|2689|4.006653,0.00742247
N10392|12205|1.632298,N10406|2097|0.568278,0.0132866
N10392|12205|1.632298,N10407|8743|0.368302,0.0132712
N10392|12205|1.632298,N10394|10694|2.565501,0.0141248
N10392|12205|1.632298,N10390|4732|0.030393,0
N10392|12205|1.632298,N10404|10082|3.339706,0.0107586
N10392|12205|1.632298,N10401|6557|2.235426,0.00992083
N10392|12205|1.632298,N10402|3723|2.698215,0.0149362
N10391|6393|6.268897,N10393|2689|4.006653,0.0115871
N7791|9224|3.367564,N7787|11949|0.037252,0.00576968
N7791|9224|3.367564,N7788|5366|1.725459,0.00994057
N10391|6393|6.268897,N10390|4732|0.030393,0.0041169
N10391|6393|6.268897,N10404|10082|3.339706,0.0149459
N10391|6393|6.268897,N10401|6557|2.235426,0.014117
N7791|9224|3.367564,N7790|11420|0.978979,0.00411235
N10900|1372|0.174557,N10906|7472|2.096377,0.0149639
N7791|9224|3.367564,N7789|7067|2.287727,0.00994118
N7791|9224|3.367564,N7795|4625|0.208169,0.0141033
N10900|1372|0.174557,N10909|14470|0.666023,0.0133521
N10887|7755|0.114875,N10886|12905|1.734614,0.00494528
N10887|7755|0.114875,N10910|14479|0.543923,0.0141014
N10887|7755|0.114875,N10913|9657|0.069633,0.0149683
N7435|14489|1.305434,N7433|8455|0.730887,0.00328729
N10887|7755|0.114875,N10893|6761|1.120073,0.00660141
N10887|7755|0.114875,N10906|7472|2.096377,0.0149477
N10887|7755|0.114875,N10909|14470|0.666023,0.0116261
N10887|7755|0.114875,N10895|5022|0.850725,0.0107546
N10887|7755|0.114875,N10915|3675|0.854755,0.0141527
N7435|14489|1.305434,N7434|2109|8.347249,0.014945
N7435|14489|1.305434,N7431|12777|1.528332,0.00742873
N9514|12255|1.109494,N9508|8935|1.337503,0.0132866
N9514|12255|1.109494,N9507|14048|1.961788,0.0107554
N9514|12255|1.109494,N9505|13556|4.712822,0.0149349
N9514|12255|1.109494,N9512|5047|1.032631,0.0149854
N12422|3183|3.03065,N12423|15162|8.275722,0.00741323
N9514|12255|1.109494,N9506|5399|1.356853,0.0124284
N9514|12255|1.109494,N9503|5660|0.866067,0.0149659
N9514|12255|1.109494,N9511|11784|2.150164,0.0132858
N12422|3183|3.03065,N12429|13532|0.136845,0.00991673
