ID1,ID2,Distance
N12358|11009|2.119379,N12357|12483|6.570672,0.00889386
N12358|11009|2.119379,N12349|12603|0.258491,0.0105055
N12358|11009|2.119379,N12360|14949|1.636254,0.0105178
N12358|11009|2.119379,N12359|5786|0.423089,0.00482942
N11809|6615|2.568591,N11817|5145|0.317796,0.0146116
N12358|11009|2.119379,N12348|6511|0.261327,0.0138369
N11809|6615|2.568591,N11833|11931|0.596318,0.0121616
N11809|6615|2.568591,N11801|5102|0.612273,0.0146012
N12358|11009|2.119379,N12351|10813|7.600868,0.0129766
N12358|11009|2.119379,N12353|12349|0.227847,0.00241198
N12358|11009|2.119379,N12350|6800|2.350112,0.0121427
N12358|11009|2.119379,N12363|6422|1.169287,0.0121522
N12358|11009|2.119379,N12354|8422|0.991869,0.0040308
N9145|7860|4.366935,N9146|3007|1.520933,0.0129883
N12357|12483|6.570672,N12359|5786|0.423089,0.0105298
N10548|5837|1.522559,N10544|6651|0.588767,0.0081191
N10548|5837|1.522559,N10546|13242|0.191587,0.0081356
N12357|12483|6.570672,N12353|12349|0.227847,0.00808496
N10548|5837|1.522559,N10542|5081|0.179254,0.00971035
N10597|15329|2.642679,N10598|6301|5.346931,0.00888796
N10597|15329|2.642679,N10590|13681|0.540919,0.0113503
N10597|15329|2.642679,N10585|13502|1.880917,0.0129881
N10597|15329|2.642679,N10594|3661|0.114733,0.0146059
N12357|12483|6.570672,N12354|8422|0.991869,0.00972144
N10597|15329|2.642679,N10587|9359|0.868702,0.0113391
N10597|15329|2.642679,N10583|12209|0.815448,0.0146474
N12022|13693|0.87231,N12024|7102|0.036917,0.004022
N12022|13693|0.87231,N12025|2826|1.795429,0.00806655
N9390|5218|0.689418,N9389|9952|2.046324,0.00321753
N9390|5218|0.689418,N9391|12545|0.010569,0.00402519
N9390|5218|0.689418,N9388|13033|0.021126,0.00969036
N10685|12402|0.688762,N10680|3114|2.220667,0.00564136
N10659|10502|0.100172,N10658|3651|4.138776,0.00970524
N10685|12402|0.688762,N10698|12743|1.937705,0.0113326
N10659|10502|0.100172,N10657|13477|0.115081,0.00645238
N10685|12402|0.688762,N10699|7342|0.292308,0.0137862
N10659|10502|0.100172,N10661|12398|0.546238,0.0105375
N10685|12402|0.688762,N10693|13616|1.204906,0.00970517
N10685|12402|0.688762,N10682|13988|4.006032,0.00971136
N10685|12402|0.688762,N10691|4759|1.131052,0.00888334
N10685|12402|0.688762,N10684|5802|4.648313,0.00646278
N10685|12402|0.688762,N10686|9078|1.055938,0.00645238
N11641|6273|6.742006,N11644|6127|0.184048,0.00808791
N10685|12402|0.688762,N10687|15160|0.165519,0.00483363
N10685|12402|0.688762,N10695|5582|3.688905,0.00888331
N10685|12402|0.688762,N10683|11208|3.051532,0.00403068
N11641|6273|6.742006,N11645|12957|5.381432,0.0113822
N10685|12402|0.688762,N10690|4466|7.443776,0.0113394
N10685|12402|0.688762,N10688|5432|0.561068,0.00971024
N10685|12402|0.688762,N10681|9119|0.32624,0.0032183
N10685|12402|0.688762,N10689|11883|0.570118,0.00808039
N12458|2697|0.313327,N12449|8818|0.301245,0.0121598
N10408|2187|3.372979,N10414|15175|0.348335,0.0121702
N10408|2187|3.372979,N10402|10723|1.604672,0.00890053
N12458|2697|0.313327,N12459|14417|2.39197,0.00725764
N10408|2187|3.372979,N10411|9174|1.819791,0.00971754
N10408|2187|3.372979,N10403|3426|0.210056,0.00808593
N10408|2187|3.372979,N10412|13345|1.786047,0.0121673
N10408|2187|3.372979,N10409|5328|1.580713,0.0113474
N11432|11995|0.267553,N11431|6052|6.758769,0.0129825
N10408|2187|3.372979,N10445|13964|0.954849,0.0146179
N10408|2187|3.372979,N10416|4288|0.616465,0.0113474
N10408|2187|3.372979,N10407|3553|2.233924,0.00725753
N10408|2187|3.372979,N10413|11869|0.868705,0.0121596
N10408|2187|3.372979,N10410|8445|3.523948,0.0129725
N11432|11995|0.267553,N11433|13251|5.388821,0.00484035
N10408|2187|3.372979,N10404|13398|0.38008,0.00808593
N11318|13855|0.317283,N11317|9233|0.472276,0.00160661
N10222|3149|6.453435,N10224|9051|3.763315,0.0129899
N11318|13855|0.317283,N11314|8656|1.063921,0.0138026
N11318|13855|0.317283,N11321|7096|1.001631,0.0138034
N10222|3149|6.453435,N10219|8257|0.080847,0.0146277
N10222|3149|6.453435,N10225|2075|1.866458,0.0121648
N12178|10261|0.133324,N12173|14009|0.736303,0.00971774
N12178|10261|0.133324,N12183|7403|1.01777,0.0121595
N12178|10261|0.133324,N12185|4867|0.093403,0.01217
N12178|10261|0.133324,N12192|12080|0.957535,0.0121672
N12178|10261|0.133324,N12180|9097|0.53782,0.00160841
N12178|10261|0.133324,N12176|1700|4.267351,0.0129777
N12178|10261|0.133324,N12177|13640|2.127741,0.00483542
N12178|10261|0.133324,N12195|2130|1.921796,0.0138034
N12178|10261|0.133324,N12181|8441|1.06904,0.00808035
N12178|10261|0.133324,N12179|11616|0.621265,0
N12178|10261|0.133324,N12182|7003|1.974689,0.0138077
N12178|10261|0.133324,N12184|8682|0.747965,0.0121512
N12178|10261|0.133324,N12189|7393|1.863105,0.0138077
N8379|6297|0.046314,N8358|14273|0.774443,0.0146167
N8379|6297|0.046314,N8356|5271|1.964201,0.0138025
N11751|8203|1.343171,N11747|6340|5.100436,0.00888796
N11751|8203|1.343171,N11754|12311|0.965655,0.0137817
N11751|8203|1.343171,N11753|4780|0.454543,0.00402336
N11751|8203|1.343171,N11756|13339|0.74261,0.0129826
N10528|1395|3.250579,N10532|7251|1.530722,0.00483488
N11751|8203|1.343171,N11750|8912|2.437277,0.0145952
N11751|8203|1.343171,N11752|11231|2.209871,0.00645242
N10528|1395|3.250579,N10518|5392|3.597199,0.0137867
N11751|8203|1.343171,N11755|4549|0.867568,0.0146013
N11751|8203|1.343171,N11764|1641|2.593845,0.014617
N10528|1395|3.250579,N10525|11896|0.716084,0.0121651
N10528|1395|3.250579,N10526|4670|0.424255,0.0105401
N10528|1395|3.250579,N10524|2757|0.084606,0.0105312
N11751|8203|1.343171,N11748|5873|1.866721,0.0121502
N10528|1395|3.250579,N10523|3174|0.700795,0.012163
N11670|11859|5.414667,N11671|7448|0.899819,0.00971745
N11670|11859|5.414667,N11672|2530|0.181001,0.0129895
N10765|8390|0.364508,N10761|9920|8.180415,0.0129824
N10765|8390|0.364508,N10762|5892|3.365651,0.00322596
N10765|8390|0.364508,N10759|2892|1.338737,0.00645471
N10765|8390|0.364508,N10775|12535|0.337041,0.0138027
N10765|8390|0.364508,N10764|2354|6.165231,0.00564046
N10765|8390|0.364508,N10760|8674|0.675042,0.00483485
N10765|8390|0.364508,N10771|13090|0.317879,0.00971026
N11342|7066|3.007063,N11340|7649|3.56842,0.00807381
N11342|7066|3.007063,N11343|4143|3.037701,0.00890925
N11342|7066|3.007063,N11341|11785|0.60978,0.00645239
N10765|8390|0.364508,N10756|13369|1.737761,0.0146278
N11342|7066|3.007063,N11345|9237|0.482088,0.00726277
N10765|8390|0.364508,N10769|11940|0.643206,0.0105209
N10765|8390|0.364508,N10773|5484|1.169864,0.0146263
N11342|7066|3.007063,N11344|7995|0.343691,0.0096997
N10765|8390|0.364508,N10763|6154|1.824214,0.00403824
N12212|8734|0.142184,N12224|8726|0.087593,0.0146016
N12212|8734|0.142184,N12207|2542|0.674251,0.00808132
N12212|8734|0.142184,N12208|8611|1.30582,0.000803056
N11894|6200|0.775567,N11895|1811|4.58159,0.00725767
N8072|11515|0.029538,N8073|7041|0.061562,0.00321948
N8689|8269|2.930628,N8695|10192|0.817951,0.0121538
N8689|8269|2.930628,N8700|4333|0.699953,0.0138034
N8072|11515|0.029538,N8071|15256|8.372656,0.00483157
N8689|8269|2.930628,N8697|3262|0.478856,0.0129829
N8072|11515|0.029538,N8065|7318|3.041655,0.0113395
N8072|11515|0.029538,N8067|4746|1.887341,0.0146217
N8072|11515|0.029538,N8066|3423|0.90641,0.0121544
N9710|15054|2.016241,N9714|12336|0.184554,0.0113661
N9710|15054|2.016241,N9712|9742|0.950462,0.0121707
N9758|14555|1.057538,N9759|3500|4.911711,0.00806673
N9758|14555|1.057538,N9741|12062|0.027798,0.0129749
N9758|14555|1.057538,N9760|6458|4.394086,0.0146359
N9758|14555|1.057538,N9740|10575|1.93093,0.0146076
N9758|14555|1.057538,N9747|6989|0.180848,0.012959
N9758|14555|1.057538,N9754|1741|2.360253,0.0129725
N9758|14555|1.057538,N9755|2084|1.954989,0.0129754
N12691|8510|0.294969,N12692|14471|0.91691,0.00645493
N9758|14555|1.057538,N9756|7290|0.13302,0.0105233
N9758|14555|1.057538,N9761|8944|3.944592,0.0121652
N9758|14555|1.057538,N9746|3058|0.543658,0.0129594
N7944|4329|0.899331,N7940|3773|0.00174,0.00725444
N7944|4329|0.899331,N7952|10649|0.264422,0.0113508
N7944|4329|0.899331,N7945|9150|0.433235,0.00726515
N12715|9879|56.653715,N12714|15090|57.162764,0
N7944|4329|0.899331,N7953|7534|0.942411,0.0138035
N7944|4329|0.899331,N7943|5200|3.02612,0.00969965
N12173|14009|0.736303,N12183|7403|1.01777,0.0137934
N12173|14009|0.736303,N12185|4867|0.093403,0.0138095
N12173|14009|0.736303,N12192|12080|0.957535,0.0138033
N12173|14009|0.736303,N12180|9097|0.53782,0.00808036
N12173|14009|0.736303,N12177|13640|2.127741,0.0113534
N12173|14009|0.736303,N12181|8441|1.06904,0.0113421
N12173|14009|0.736303,N12179|11616|0.621265,0.00971774
N11740|10757|0.230359,N11753|4780|0.454543,0.0146382
N11740|10757|0.230359,N11756|13339|0.74261,0.0138309
N11740|10757|0.230359,N11742|6496|4.955288,0.0138196
N12173|14009|0.736303,N12184|8682|0.747965,0.0137864
N11740|10757|0.230359,N11743|6360|1.891835,0.0138123
N11740|10757|0.230359,N11744|4584|0.190721,0.013825
N12559|6749|0.823747,N12560|15066|1.85612,0.00728071
N8265|8816|3.209432,N8266|7519|0.336907,0.0129725
N8265|8816|3.209432,N8267|1627|0.280498,0.0146063
N8305|12172|0.630104,N8306|14486|0.660069,0.00241194
N8305|12172|0.630104,N8303|10707|1.607376,0.00482945
N8305|12172|0.630104,N8301|6029|0.215497,0.0130032
N8305|12172|0.630104,N8296|11929|0.657714,0.0105278
N8305|12172|0.630104,N8288|9163|0.86365,0.0129649
N8305|12172|0.630104,N8287|6642|1.61362,0.0146685
N8305|12172|0.630104,N8302|1706|1.241838,0.0121625
N9043|1631|0.182784,N9032|3304|1.41735,0.0129649
N9043|1631|0.182784,N9036|12674|0.247778,0.00970759
N9043|1631|0.182784,N9044|14743|0.987047,0
N9043|1631|0.182784,N9065|13068|0.341463,0.0130038
N9043|1631|0.182784,N9072|2287|0.137509,0.0146476
N11693|12228|1.314336,N11697|13421|0.392995,0.00483157
N9043|1631|0.182784,N9025|2847|0.631972,0.0138769
N9043|1631|0.182784,N9033|11851|0.082442,0.00807371
N9043|1631|0.182784,N9047|12742|5.224745,0.0129884
N9043|1631|0.182784,N9049|9965|0.389871,0.0146168
N9043|1631|0.182784,N9038|3397|0.043627,0.0146102
N9043|1631|0.182784,N9041|9427|4.033672,0.0064634
N9499|9985|0.501121,N9493|10796|1.57039,0.0088793
N9499|9985|0.501121,N9501|10217|4.29341,0.0113333
N9499|9985|0.501121,N9523|8216|0.888806,0.0137814
N9043|1631|0.182784,N9026|14490|0.671094,0.00808756
N9043|1631|0.182784,N9045|15001|2.171089,0.0105396
N9499|9985|0.501121,N9503|1937|1.14509,0.00807375
N9043|1631|0.182784,N9048|5044|0.010202,0.00645486
N9043|1631|0.182784,N9052|9737|0.116936,0.0146278
N9043|1631|0.182784,N9060|9969|0.435447,0.0146312
N9499|9985|0.501121,N9497|1909|1.116954,0.00402592
N9499|9985|0.501121,N9498|2030|0.401365,0.0016084
N9499|9985|0.501121,N9505|7985|1.612579,0.0105096
N9043|1631|0.182784,N9034|12116|7.748974,0.0138075
N9043|1631|0.182784,N9037|8346|1.605214,0.0129829
N9043|1631|0.182784,N9042|9098|2.116848,0.000803431
N9043|1631|0.182784,N9024|9907|4.024071,0.0105543
N9043|1631|0.182784,N9030|15249|3.86266,0.0129945
N9043|1631|0.182784,N9031|3831|0.124208,0.0097169
N12780|3454|4.226859,N12750|12119|0.403573,0.00969498
N12780|3454|4.226859,N12758|7097|0.802761,0.0146368
N12780|3454|4.226859,N12765|10940|1.40827,0.0146195
N9043|1631|0.182784,N9039|13429|3.38226,0.0146216
N12780|3454|4.226859,N12771|13179|1.659606,0.0129673
N12780|3454|4.226859,N12748|12891|0.218812,0.0113264
N12780|3454|4.226859,N12766|1607|1.873971,0.0146195
N12780|3454|4.226859,N12747|5398|2.639798,0.0137862
N10020|7547|2.817154,N10019|3488|0.176088,0.00888324
N7345|4735|0.390391,N7343|11997|0.170974,0.0129944
N7345|4735|0.390391,N7342|5282|1.006825,0.0138214
N9964|15122|3.241353,N9962|10172|2.355254,0.0105254
N11355|15299|3.335704,N11354|3903|0.443884,0.00483157
N12848|4005|3.44585,N12849|11513|0.120841,0.0105183
N12916|13837|3.885862,N12925|13699|0.306484,0.014648
N12916|13837|3.885862,N12927|2429|0.03792,0.014628
N9671|14511|8.241039,N9669|5793|0.06607,0.0121673
N9671|14511|8.241039,N9670|8328|1.849542,0.00971782
N9671|14511|8.241039,N9662|3180|1.502535,0.0129902
N9671|14511|8.241039,N9664|11865|0.146123,0.0138215
N12916|13837|3.885862,N12899|3045|0.484206,0.0146179
N12916|13837|3.885862,N12914|6495|1.46926,0.0113508
N12916|13837|3.885862,N12896|11558|0.03213,0.014637
N9671|14511|8.241039,N9665|10369|0.471239,0.0146281
N12916|13837|3.885862,N12911|8477|3.802779,0.00970368
N8544|5597|1.437066,N8549|2746|0.996833,0.014606
N9575|9502|5.243388,N9571|6017|0.515885,0.00645523
