Status,Node
Susceptible,0
Susceptible,1
Untreated chronic,2
Susceptible,3
Untreated chronic,4
Susceptible,5
Untreated chronic,6
Susceptible,7
Treated chronic,8
Susceptible,9
Untreated chronic,10
Susceptible,11
Susceptible,12
Treated chronic,13
Untreated chronic,14
Treated chronic,15
Susceptible,16
Susceptible,17
Susceptible,18
Susceptible,19
Untreated chronic,20
Susceptible,21
Treated chronic,22
Susceptible,23
Untreated chronic,24
Untreated chronic,25
Susceptible,26
Treated chronic,27
Treated chronic,28
Treated chronic,29
Susceptible,30
Susceptible,31
Susceptible,32
Untreated chronic,33
Treated chronic,34
Susceptible,35
Untreated chronic,36
Susceptible,37
Untreated chronic,38
Susceptible,39
Susceptible,40
Susceptible,41
Treated chronic,42
Susceptible,43
Untreated chronic,44
Susceptible,45
Susceptible,46
Untreated chronic,47
Susceptible,48
Susceptible,49
Susceptible,50
Susceptible,51
Susceptible,52
Susceptible,53
Untreated chronic,54
Susceptible,55
Untreated chronic,56
Susceptible,57
Treated chronic,58
Susceptible,59
Untreated chronic,60
Susceptible,61
Susceptible,62
Susceptible,63
Susceptible,64
Susceptible,65
Susceptible,66
Susceptible,67
Susceptible,68
Susceptible,69
Untreated chronic,70
Treated chronic,71
Susceptible,72
Susceptible,73
Susceptible,74
Susceptible,75
Treated chronic,76
Susceptible,77
Untreated chronic,78
Treated chronic,79
Untreated chronic,80
Untreated chronic,81
Susceptible,82
Untreated chronic,83
Susceptible,84
Susceptible,85
Susceptible,86
Susceptible,87
Susceptible,88
Treated chronic,89
Susceptible,90
Treated chronic,91
Susceptible,92
Untreated chronic,93
Untreated chronic,94
Treated chronic,95
Susceptible,96
Treated chronic,97
Susceptible,98
Susceptible,99
Treated chronic,100
Susceptible,101
Susceptible,102
Susceptible,103
Susceptible,104
Susceptible,105
Untreated chronic,106
Susceptible,107
Susceptible,108
Susceptible,109
Untreated chronic,110
Susceptible,111
Untreated chronic,112
Susceptible,113
Susceptible,114
Treated chronic,115
Susceptible,116
Susceptible,117
Untreated chronic,118
Susceptible,119
Untreated chronic,120
Untreated chronic,121
Untreated chronic,122
Susceptible,123
Treated chronic,124
Susceptible,125
Susceptible,126
Treated chronic,127
Untreated chronic,128
Susceptible,129
Susceptible,130
Treated chronic,131
Untreated chronic,132
Susceptible,133
Susceptible,134
Susceptible,135
Susceptible,136
Treated chronic,137
Susceptible,138
Untreated chronic,139
Untreated chronic,140
Untreated chronic,141
Susceptible,142
Susceptible,143
Treated chronic,144
Susceptible,145
Susceptible,146
Susceptible,147
Untreated chronic,148
Susceptible,149
Susceptible,150
Untreated chronic,151
Susceptible,152
Susceptible,153
Susceptible,154
Treated chronic,155
Treated chronic,156
Susceptible,157
Susceptible,158
Susceptible,159
Untreated chronic,160
Susceptible,161
Susceptible,162
Treated chronic,163
Untreated chronic,164
Susceptible,165
Susceptible,166
Susceptible,167
Susceptible,168
Susceptible,169
Susceptible,170
Treated chronic,171
Untreated chronic,172
Treated chronic,173
Untreated chronic,174
Untreated chronic,175
Susceptible,176
Untreated chronic,177
Susceptible,178
Treated chronic,179
Untreated chronic,180
Susceptible,181
Susceptible,182
Susceptible,183
Untreated chronic,184
Treated chronic,185
Treated chronic,186
Susceptible,187
Susceptible,188
Untreated chronic,189
Treated chronic,190
Treated chronic,191
Susceptible,192
Susceptible,193
Treated chronic,194
Treated chronic,195
Susceptible,196
Susceptible,197
Susceptible,198
Susceptible,199
Untreated chronic,200
Susceptible,201
Susceptible,202
Untreated chronic,203
Susceptible,204
Susceptible,205
Susceptible,206
Treated chronic,207
Treated chronic,208
Susceptible,209
Susceptible,210
Susceptible,211
Susceptible,212
Susceptible,213
Susceptible,214
Susceptible,215
Treated chronic,216
Susceptible,217
Susceptible,218
Susceptible,219
Susceptible,220
Susceptible,221
Susceptible,222
Untreated chronic,223
Susceptible,224
Susceptible,225
Treated chronic,226
Untreated chronic,227
Untreated chronic,228
Susceptible,229
Susceptible,230
Susceptible,231
Treated chronic,232
Susceptible,233
Treated chronic,234
Susceptible,235
Susceptible,236
Susceptible,237
Treated chronic,238
Susceptible,239
Susceptible,240
Untreated chronic,241
Susceptible,242
Untreated chronic,243
Susceptible,244
Untreated chronic,245
Treated chronic,246
Treated chronic,247
Treated chronic,248
Susceptible,249
Treated chronic,250
Susceptible,251
Susceptible,252
Untreated chronic,253
Untreated chronic,254
Untreated chronic,255
Susceptible,256
Susceptible,257
Susceptible,258
Susceptible,259
Susceptible,260
Susceptible,261
Treated chronic,262
Susceptible,263
Susceptible,264
Untreated chronic,265
Susceptible,266
Untreated chronic,267
Susceptible,268
Untreated chronic,269
Susceptible,270
Susceptible,271
Susceptible,272
Susceptible,273
Susceptible,274
Susceptible,275
Susceptible,276
Susceptible,277
Treated chronic,278
Susceptible,279
Susceptible,280
Susceptible,281
Susceptible,282
Susceptible,283
Treated chronic,284
Susceptible,285
Susceptible,286
Susceptible,287
Susceptible,288
Susceptible,289
Untreated chronic,290
Susceptible,291
Susceptible,292
Susceptible,293
Susceptible,294
Susceptible,295
Susceptible,296
Susceptible,297
Untreated chronic,298
Susceptible,299
Susceptible,300
Susceptible,301
Untreated chronic,302
Susceptible,303
Susceptible,304
Susceptible,305
Susceptible,306
Susceptible,307
Susceptible,308
Susceptible,309
Treated chronic,310
Susceptible,311
Susceptible,312
Untreated chronic,313
Susceptible,314
Susceptible,315
Susceptible,316
Untreated chronic,317
Treated chronic,318
Susceptible,319
Susceptible,320
Treated chronic,321
Susceptible,322
Untreated chronic,323
Treated chronic,324
Susceptible,325
Susceptible,326
Susceptible,327
Treated chronic,328
Susceptible,329
Untreated chronic,330
Susceptible,331
Susceptible,332
Untreated chronic,333
Untreated chronic,334
Susceptible,335
Susceptible,336
Susceptible,337
Untreated chronic,338
Susceptible,339
Untreated chronic,340
Untreated chronic,341
Susceptible,342
Untreated chronic,343
Susceptible,344
Untreated chronic,345
Treated chronic,346
Treated chronic,347
Untreated chronic,348
Susceptible,349
Susceptible,350
Susceptible,351
Susceptible,352
Susceptible,353
Treated chronic,354
Untreated chronic,355
Susceptible,356
Treated chronic,357
Susceptible,358
Treated chronic,359
Susceptible,360
Susceptible,361
Susceptible,362
Susceptible,363
Susceptible,364
Susceptible,365
Treated chronic,366
Susceptible,367
Susceptible,368
Susceptible,369
Susceptible,370
Susceptible,371
Susceptible,372
Susceptible,373
Treated chronic,374
Susceptible,375
Treated chronic,376
Untreated chronic,377
Treated chronic,378
Susceptible,379
Susceptible,380
Treated chronic,381
Treated chronic,382
Susceptible,383
Susceptible,384
Untreated chronic,385
Treated chronic,386
Susceptible,387
Untreated chronic,388
Untreated chronic,389
Susceptible,390
Treated chronic,391
Susceptible,392
Untreated chronic,393
