Status,Node
Susceptible,0
Untreated chronic,1
Susceptible,2
Susceptible,3
Susceptible,4
Treated chronic,5
Susceptible,6
Untreated chronic,7
Susceptible,8
Susceptible,9
Untreated chronic,10
Susceptible,11
Untreated chronic,12
Susceptible,13
Susceptible,14
Susceptible,15
Treated chronic,16
Untreated chronic,17
Susceptible,18
Susceptible,19
Susceptible,20
Susceptible,21
Susceptible,22
Treated chronic,23
Treated chronic,24
Susceptible,25
Treated chronic,26
Susceptible,27
Untreated chronic,28
Susceptible,29
Susceptible,30
Susceptible,31
Susceptible,32
Susceptible,33
Susceptible,34
Susceptible,35
Susceptible,36
Untreated chronic,37
Susceptible,38
Untreated chronic,39
Untreated chronic,40
Susceptible,41
Treated chronic,42
Susceptible,43
Susceptible,44
Susceptible,45
Susceptible,46
Susceptible,47
Susceptible,48
Susceptible,49
Untreated chronic,50
Untreated chronic,51
Susceptible,52
Treated chronic,53
Susceptible,54
Susceptible,55
Susceptible,56
Susceptible,57
Susceptible,58
Treated chronic,59
Susceptible,60
Susceptible,61
Susceptible,62
Susceptible,63
Untreated chronic,64
Susceptible,65
Susceptible,66
Treated chronic,67
Untreated chronic,68
Treated chronic,69
Untreated chronic,70
Treated chronic,71
Treated chronic,72
Untreated chronic,73
Susceptible,74
Susceptible,75
Susceptible,76
Susceptible,77
Susceptible,78
Susceptible,79
Untreated chronic,80
Susceptible,81
Susceptible,82
Susceptible,83
Susceptible,84
Susceptible,85
Susceptible,86
Untreated chronic,87
Susceptible,88
Susceptible,89
Untreated chronic,90
Treated chronic,91
Susceptible,92
Susceptible,93
Susceptible,94
Untreated chronic,95
Susceptible,96
Susceptible,97
Untreated chronic,98
Treated chronic,99
Susceptible,100
Susceptible,101
Susceptible,102
Susceptible,103
Susceptible,104
Susceptible,105
Untreated chronic,106
Treated chronic,107
Treated chronic,108
Susceptible,109
Susceptible,110
Susceptible,111
Untreated chronic,112
Susceptible,113
Susceptible,114
Susceptible,115
Susceptible,116
Treated chronic,117
Susceptible,118
Treated chronic,119
Treated chronic,120
Treated chronic,121
Susceptible,122
Treated chronic,123
Susceptible,124
Treated chronic,125
Treated chronic,126
Untreated chronic,127
Susceptible,128
Treated chronic,129
Susceptible,130
Susceptible,131
Susceptible,132
Treated chronic,133
Treated chronic,134
Susceptible,135
Treated chronic,136
Susceptible,137
Susceptible,138
Treated chronic,139
Susceptible,140
Untreated chronic,141
Susceptible,142
Susceptible,143
Untreated chronic,144
Treated chronic,145
Susceptible,146
Susceptible,147
Treated chronic,148
Susceptible,149
Susceptible,150
Treated chronic,151
Treated chronic,152
Treated chronic,153
Treated chronic,154
Susceptible,155
Treated chronic,156
Susceptible,157
Untreated chronic,158
Susceptible,159
Treated chronic,160
Susceptible,161
Treated chronic,162
Susceptible,163
Susceptible,164
Susceptible,165
Susceptible,166
Susceptible,167
Susceptible,168
Treated chronic,169
Treated chronic,170
Susceptible,171
Treated chronic,172
Untreated chronic,173
Susceptible,174
Susceptible,175
Susceptible,176
Susceptible,177
Treated chronic,178
Susceptible,179
Susceptible,180
Susceptible,181
Susceptible,182
Susceptible,183
Susceptible,184
Susceptible,185
Susceptible,186
Susceptible,187
Untreated chronic,188
Treated chronic,189
Susceptible,190
Susceptible,191
Untreated chronic,192
Susceptible,193
Susceptible,194
Untreated chronic,195
Treated chronic,196
Susceptible,197
Susceptible,198
Treated chronic,199
Untreated chronic,200
Susceptible,201
Susceptible,202
Susceptible,203
Treated chronic,204
Susceptible,205
Susceptible,206
Susceptible,207
Untreated chronic,208
Susceptible,209
Untreated chronic,210
Treated chronic,211
Susceptible,212
Susceptible,213
Susceptible,214
Treated chronic,215
Susceptible,216
Treated chronic,217
Susceptible,218
Untreated chronic,219
Susceptible,220
Susceptible,221
Susceptible,222
Treated chronic,223
Susceptible,224
Susceptible,225
Susceptible,226
Susceptible,227
Susceptible,228
Untreated chronic,229
Susceptible,230
Susceptible,231
Susceptible,232
Susceptible,233
Untreated chronic,234
Treated chronic,235
Susceptible,236
Susceptible,237
Treated chronic,238
Untreated chronic,239
Susceptible,240
Susceptible,241
Untreated chronic,242
Susceptible,243
Treated chronic,244
Treated chronic,245
Untreated chronic,246
Susceptible,247
Susceptible,248
Susceptible,249
Susceptible,250
Untreated chronic,251
Susceptible,252
Treated chronic,253
Susceptible,254
Susceptible,255
Treated chronic,256
Treated chronic,257
Susceptible,258
Susceptible,259
Susceptible,260
Susceptible,261
Treated chronic,262
Susceptible,263
Untreated chronic,264
Susceptible,265
Treated chronic,266
Treated chronic,267
Susceptible,268
Susceptible,269
Susceptible,270
Susceptible,271
Susceptible,272
Susceptible,273
Untreated chronic,274
Susceptible,275
Susceptible,276
Susceptible,277
Untreated chronic,278
Susceptible,279
Susceptible,280
Susceptible,281
Susceptible,282
Susceptible,283
Susceptible,284
Susceptible,285
Susceptible,286
Untreated chronic,287
Susceptible,288
Susceptible,289
Susceptible,290
Untreated chronic,291
Susceptible,292
Susceptible,293
Susceptible,294
Susceptible,295
Treated chronic,296
Susceptible,297
Susceptible,298
Susceptible,299
Susceptible,300
Susceptible,301
Treated chronic,302
Susceptible,303
Treated chronic,304
Susceptible,305
Susceptible,306
Susceptible,307
Susceptible,308
Susceptible,309
Susceptible,310
Untreated chronic,311
Susceptible,312
Susceptible,313
Untreated chronic,314
Treated chronic,315
Treated chronic,316
Susceptible,317
Susceptible,318
Treated chronic,319
Susceptible,320
Susceptible,321
Untreated chronic,322
Susceptible,323
Susceptible,324
Susceptible,325
Susceptible,326
Susceptible,327
Untreated chronic,328
Susceptible,329
Susceptible,330
Untreated chronic,331
Susceptible,332
Treated chronic,333
Susceptible,334
Untreated chronic,335
Susceptible,336
Susceptible,337
Susceptible,338
Susceptible,339
Untreated chronic,340
Susceptible,341
Susceptible,342
Untreated chronic,343
Susceptible,344
Susceptible,345
Susceptible,346
Susceptible,347
Susceptible,348
Treated chronic,349
Susceptible,350
Treated chronic,351
Susceptible,352
Susceptible,353
Susceptible,354
Susceptible,355
Untreated chronic,356
Susceptible,357
Untreated acute,358
Treated chronic,359
Susceptible,360
Susceptible,361
Untreated chronic,362
Susceptible,363
Susceptible,364
Untreated chronic,365
Treated chronic,366
Susceptible,367
Treated chronic,368
Untreated chronic,369
Untreated chronic,370
Susceptible,371
Susceptible,372
Susceptible,373
Untreated chronic,374
Treated chronic,375
Treated chronic,376
Susceptible,377
Treated chronic,378
Susceptible,379
Susceptible,380
Susceptible,381
Susceptible,382
Susceptible,383
Susceptible,384
Susceptible,385
Susceptible,386
Treated chronic,387
Untreated chronic,388
Susceptible,389
Treated chronic,390
Susceptible,391
Untreated chronic,392
Susceptible,393
Treated chronic,394
Susceptible,395
Susceptible,396
Susceptible,397
Untreated chronic,398
Susceptible,399
Untreated chronic,400
Susceptible,401
Susceptible,402
Treated chronic,403
Susceptible,404
Treated chronic,405
Susceptible,406
Susceptible,407
Untreated chronic,408
Treated chronic,409
Susceptible,410
Susceptible,411
Untreated chronic,412
Susceptible,413
Untreated chronic,414
Susceptible,415
Treated chronic,416
Susceptible,417
Susceptible,418
Susceptible,419
Susceptible,420
Susceptible,421
Susceptible,422
Susceptible,423
Susceptible,424
Susceptible,425
Untreated chronic,426
Susceptible,427
Susceptible,428
Untreated chronic,429
Susceptible,430
Susceptible,431
Susceptible,432
Susceptible,433
Untreated chronic,434
Susceptible,435
Untreated chronic,436
Susceptible,437
Susceptible,438
Susceptible,439
Susceptible,440
Treated chronic,441
Treated chronic,442
Susceptible,443
Susceptible,444
Susceptible,445
Susceptible,446
Susceptible,447
Susceptible,448
Susceptible,449
Susceptible,450
Susceptible,451
Susceptible,452
Susceptible,453
Susceptible,454
Susceptible,455
Susceptible,456
Susceptible,457
Susceptible,458
Susceptible,459
Susceptible,460
Susceptible,461
Untreated chronic,462
Susceptible,463
Treated chronic,464
Susceptible,465
Untreated chronic,466
Untreated chronic,467
Untreated chronic,468
Untreated chronic,469
Treated chronic,470
Susceptible,471
Susceptible,472
Treated chronic,473
Susceptible,474
Susceptible,475
Susceptible,476
Susceptible,477
Susceptible,478
Treated chronic,479
Susceptible,480
Treated chronic,481
Susceptible,482
Susceptible,483
Untreated chronic,484
Treated chronic,485
Treated chronic,486
Susceptible,487
Treated chronic,488
Susceptible,489
Susceptible,490
Susceptible,491
Susceptible,492
Treated chronic,493
Susceptible,494
Treated chronic,495
Susceptible,496
Susceptible,497
Susceptible,498
Susceptible,499
Susceptible,500
Susceptible,501
Susceptible,502
Susceptible,503
Susceptible,504
Susceptible,505
Untreated chronic,506
Susceptible,507
Susceptible,508
Treated chronic,509
Susceptible,510
Susceptible,511
Untreated chronic,512
Treated chronic,513
Susceptible,514
Treated chronic,515
Untreated chronic,516
Susceptible,517
Susceptible,518
Susceptible,519
Susceptible,520
Treated chronic,521
Treated chronic,522
Untreated chronic,523
Susceptible,524
Susceptible,525
Susceptible,526
Susceptible,527
Susceptible,528
Susceptible,529
Susceptible,530
Susceptible,531
Susceptible,532
Susceptible,533
Susceptible,534
Susceptible,535
Untreated chronic,536
Susceptible,537
Untreated chronic,538
Susceptible,539
Untreated chronic,540
Susceptible,541
Untreated chronic,542
Treated chronic,543
Susceptible,544
Susceptible,545
Susceptible,546
Treated chronic,547
Susceptible,548
Untreated chronic,549
Treated chronic,550
Susceptible,551
Susceptible,552
Untreated chronic,553
Treated chronic,554
Susceptible,555
Susceptible,556
Susceptible,557
Susceptible,558
Susceptible,559
Susceptible,560
Susceptible,561
Untreated chronic,562
Susceptible,563
Susceptible,564
Treated chronic,565
Treated chronic,566
Treated chronic,567
Susceptible,568
Treated chronic,569
Susceptible,570
Susceptible,571
Treated chronic,572
Susceptible,573
Susceptible,574
Susceptible,575
Susceptible,576
Susceptible,577
Susceptible,578
Susceptible,579
Untreated chronic,580
Untreated chronic,581
Treated chronic,582
Treated chronic,583
Untreated chronic,584
Susceptible,585
Susceptible,586
Susceptible,587
Susceptible,588
Susceptible,589
Susceptible,590
Susceptible,591
Treated chronic,592
Untreated chronic,593
Susceptible,594
Susceptible,595
Susceptible,596
Susceptible,597
Susceptible,598
Susceptible,599
Treated chronic,600
Untreated chronic,601
Susceptible,602
Untreated chronic,603
Treated chronic,604
Treated chronic,605
Untreated chronic,606
Treated chronic,607
Susceptible,608
Susceptible,609
Treated chronic,610
Susceptible,611
Susceptible,612
Treated chronic,613
Susceptible,614
Treated chronic,615
Untreated chronic,616
Susceptible,617
Untreated chronic,618
Untreated chronic,619
Untreated chronic,620
Susceptible,621
Susceptible,622
Susceptible,623
Treated chronic,624
Susceptible,625
Susceptible,626
Susceptible,627
Susceptible,628
Untreated chronic,629
Susceptible,630
Untreated chronic,631
Susceptible,632
Treated chronic,633
Susceptible,634
Susceptible,635
Susceptible,636
Susceptible,637
Susceptible,638
Susceptible,639
Untreated chronic,640
Susceptible,641
Treated chronic,642
Susceptible,643
Susceptible,644
Untreated chronic,645
Susceptible,646
Untreated chronic,647
Untreated chronic,648
Susceptible,649
Susceptible,650
Susceptible,651
Susceptible,652
Susceptible,653
Susceptible,654
Treated chronic,655
Treated chronic,656
Susceptible,657
Untreated chronic,658
Treated chronic,659
Susceptible,660
Treated chronic,661
Susceptible,662
Susceptible,663
Susceptible,664
Susceptible,665
Treated chronic,666
Susceptible,667
Treated chronic,668
Treated chronic,669
Treated chronic,670
Susceptible,671
Susceptible,672
Untreated chronic,673
Susceptible,674
Susceptible,675
Susceptible,676
Treated chronic,677
Untreated chronic,678
Susceptible,679
Untreated chronic,680
Susceptible,681
Susceptible,682
Susceptible,683
Treated chronic,684
Susceptible,685
Susceptible,686
Susceptible,687
Susceptible,688
Susceptible,689
Susceptible,690
Untreated chronic,691
Susceptible,692
Susceptible,693
Susceptible,694
Untreated chronic,695
Susceptible,696
Susceptible,697
Treated chronic,698
Susceptible,699
Treated chronic,700
Untreated chronic,701
Treated chronic,702
Susceptible,703
Treated chronic,704
Susceptible,705
Treated chronic,706
Susceptible,707
Treated chronic,708
Susceptible,709
Susceptible,710
Untreated chronic,711
Untreated chronic,712
Untreated chronic,713
Susceptible,714
Susceptible,715
Untreated chronic,716
Susceptible,717
Susceptible,718
Susceptible,719
Treated chronic,720
Untreated chronic,721
Untreated chronic,722
Susceptible,723
Untreated chronic,724
Untreated chronic,725
Susceptible,726
Susceptible,727
Susceptible,728
Susceptible,729
Treated chronic,730
Treated chronic,731
Untreated chronic,732
Treated chronic,733
Susceptible,734
Untreated chronic,735
Susceptible,736
Untreated chronic,737
Treated chronic,738
Untreated chronic,739
Susceptible,740
Untreated chronic,741
Untreated chronic,742
Susceptible,743
Untreated chronic,744
Untreated chronic,745
Susceptible,746
Susceptible,747
Susceptible,748
Susceptible,749
Susceptible,750
Susceptible,751
Susceptible,752
Susceptible,753
Untreated chronic,754
Untreated chronic,755
Susceptible,756
Susceptible,757
Susceptible,758
Untreated chronic,759
Untreated chronic,760
Susceptible,761
Susceptible,762
Susceptible,763
Susceptible,764
Susceptible,765
Susceptible,766
Treated chronic,767
Susceptible,768
Susceptible,769
Untreated chronic,770
Susceptible,771
Untreated chronic,772
Susceptible,773
Untreated chronic,774
Treated chronic,775
Susceptible,776
Susceptible,777
Susceptible,778
Susceptible,779
Susceptible,780
Treated chronic,781
Susceptible,782
Susceptible,783
Treated chronic,784
Susceptible,785
Susceptible,786
Susceptible,787
Untreated chronic,788
Treated chronic,789
Untreated chronic,790
Treated chronic,791
Susceptible,792
Susceptible,793
Susceptible,794
Treated chronic,795
Treated chronic,796
Susceptible,797
Susceptible,798
Untreated chronic,799
Susceptible,800
Susceptible,801
Untreated chronic,802
Susceptible,803
Susceptible,804
Susceptible,805
